CUSTOMER_ID,CUSTOMER_TYPE,CUSTOMER_LIMIT,ORDER_AMOUNT
CUS0000138,PREMIUM,7607.97,4565.96
CUS0000139,STANDARD,5634.89,4017.82
CUS0000140,STANDARD,6903.07,4319.32
CUS0000141,STANDARD,3223.43,1305.22
CUS0000142,PREMIUM,13578.65,2821.81
CUS0000143,STANDARD,5972.24,3489.66
CUS0000144,PREMIUM,14723.79,4564.22
CUS0000145,STANDARD,3900.99,1810.55
CUS0000146,STANDARD,6110.28,3750.89
CUS0000147,PREMIUM,8950.91,3917.12
CUS0000148,STANDARD,1172.2,497.3
CUS0000149,STANDARD,5786.99,2337.7
CUS0000150,PREMIUM,9210.15,1434.52
CUS0000151,STANDARD,5320.45,2609.83
CUS0000152,STANDARD,4875.42,2455.55
CUS0000153,STANDARD,2329.58,1167.27
CUS0000154,STANDARD,3839.56,1736.41
CUS0000155,PREMIUM,9646.33,5481.53
CUS0000156,STANDARD,1723.94,100.0
CUS0000157,STANDARD,5573.14,996.0
CUS0000158,STANDARD,5347.51,4215.08
CUS0000159,STANDARD,1603.16,105.64
CUS0000160,STANDARD,1084.89,288.43
CUS0000161,PREMIUM,11426.87,6347.48
CUS0000162,PREMIUM,10927.03,7842.13
CUS0000163,STANDARD,3642.81,385.78
CUS0000164,PREMIUM,10821.83,7210.65
CUS0000165,STANDARD,4776.67,306.12
CUS0000166,STANDARD,2823.01,1864.84
CUS0000167,PREMIUM,11850.54,7470.24
CUS0000168,STANDARD,3703.09,1878.08
CUS0000169,PREMIUM,9443.04,5159.0
CUS0000170,PREMIUM,14580.72,3289.89
CUS0000171,STANDARD,1942.34,100.0
CUS0000172,STANDARD,3703.02,1700.79
CUS0000173,STANDARD,5241.73,3057.61
CUS0000174,STANDARD,6543.47,4388.0
CUS0000175,STANDARD,6602.01,2669.5
CUS0000176,STANDARD,6450.47,3948.97
CUS0000177,STANDARD,2845.67,1845.67
CUS0000178,STANDARD,1746.12,1216.11
CUS0000179,PREMIUM,11003.78,4484.35
CUS0000180,STANDARD,3592.17,920.07
CUS0000181,STANDARD,6771.47,4714.81
CUS0000182,PREMIUM,14996.58,8326.52
CUS0000183,STANDARD,5537.61,2529.09
CUS0000184,PREMIUM,8451.91,4442.98
CUS0000185,STANDARD,1547.45,364.97
CUS0000186,STANDARD,6146.4,2227.29
CUS0000187,STANDARD,6671.16,4516.41
CUS0000188,STANDARD,2887.1,1412.22
CUS0000189,STANDARD,4087.58,3393.73
CUS0000190,STANDARD,3479.49,666.61
CUS0000191,PREMIUM,12003.27,7289.55
CUS0000192,STANDARD,6566.04,2868.54
CUS0000193,STANDARD,6838.88,3337.99
CUS0000194,STANDARD,4305.03,1687.93
CUS0000195,PREMIUM,14303.44,5668.01
CUS0000196,PREMIUM,10987.0,6618.9
CUS0000197,STANDARD,6008.34,4467.32
CUS0000198,STANDARD,3301.52,2468.89
CUS0000199,PREMIUM,13912.22,4371.48
CUS0000200,STANDARD,6605.49,3328.8
CUS0000201,STANDARD,2791.34,1924.88
CUS0000202,STANDARD,1891.57,747.41
CUS0000203,STANDARD,4260.58,1605.86
CUS0000204,STANDARD,5184.99,2327.4
CUS0000205,PREMIUM,7349.18,4771.23
CUS0000206,PREMIUM,10088.63,6016.61
CUS0000207,PREMIUM,10962.63,1382.64
CUS0000208,STANDARD,6218.2,4367.25
CUS0000209,STANDARD,3741.57,2176.29
CUS0000210,STANDARD,1926.17,1294.84
CUS0000211,STANDARD,5156.23,3212.88
CUS0000212,PREMIUM,13874.74,4894.91
CUS0000213,PREMIUM,13075.21,8828.03
CUS0000214,STANDARD,4786.97,4062.04
CUS0000215,PREMIUM,10471.77,1902.54
CUS0000216,PREMIUM,10549.43,6583.29
CUS0000217,STANDARD,5776.86,1638.85
CUS0000218,STANDARD,4187.0,2369.9
CUS0000219,STANDARD,1473.81,1165.51
CUS0000220,STANDARD,6476.97,1257.73
CUS0000221,STANDARD,2531.96,574.48
CUS0000222,PREMIUM,12420.89,2557.36
CUS0000223,STANDARD,4525.43,2400.88
CUS0000224,STANDARD,6071.82,1338.6
CUS0000225,STANDARD,2423.23,1287.27
CUS0000226,PREMIUM,9361.85,7503.17
CUS0000227,STANDARD,4395.57,2794.36
CUS0000228,STANDARD,4638.44,2480.83
CUS0000229,STANDARD,5793.16,2893.41
CUS0000230,STANDARD,4725.35,2935.34
CUS0000231,STANDARD,6030.02,3658.25
CUS0000232,STANDARD,2853.6,1245.49
CUS0000233,PREMIUM,7721.07,2614.59
CUS0000234,STANDARD,1792.96,1327.78
CUS0000235,STANDARD,6480.92,4172.62
CUS0000236,PREMIUM,10854.78,7460.02
CUS0000237,STANDARD,1691.02,949.65
CUS0000238,PREMIUM,13881.12,8905.11
CUS0000239,PREMIUM,13436.7,5074.72
CUS0000240,STANDARD,4219.43,1938.03
CUS0000241,STANDARD,4507.36,3485.88
CUS0000242,STANDARD,2402.93,666.62
CUS0000243,STANDARD,6491.54,1218.28
CUS0000244,PREMIUM,14275.1,4355.46
CUS0000245,STANDARD,6677.57,2083.07
CUS0000246,STANDARD,6323.56,1186.52
CUS0000247,STANDARD,5458.84,4079.76
CUS0000248,PREMIUM,8236.18,2814.58
CUS0000249,STANDARD,3448.7,2174.64
CUS0000250,STANDARD,3660.3,3157.0
CUS0000251,STANDARD,5114.08,2938.36
CUS0000252,STANDARD,3388.84,411.31
CUS0000253,PREMIUM,10637.74,6140.73
CUS0000254,STANDARD,1128.14,477.71
CUS0000255,STANDARD,4387.47,914.62
CUS0000256,STANDARD,2295.71,1455.73
CUS0000257,STANDARD,6403.19,1011.43
CUS0000258,STANDARD,1779.95,164.8
CUS0000259,STANDARD,1154.68,417.46
CUS0000260,STANDARD,2942.63,205.58
CUS0000261,PREMIUM,11208.68,6947.66
CUS0000262,PREMIUM,11105.9,1962.23
CUS0000263,PREMIUM,7346.92,5129.69
CUS0000264,STANDARD,3748.26,2465.05
CUS0000265,STANDARD,3409.7,1968.81
CUS0000266,PREMIUM,7587.93,1296.21
CUS0000267,STANDARD,2650.1,1487.77
CUS0000268,STANDARD,6967.77,3238.25
CUS0000269,STANDARD,1595.07,1295.87
CUS0000270,STANDARD,5613.78,3109.05
CUS0000271,STANDARD,2370.96,753.11
CUS0000272,STANDARD,1570.52,791.33
CUS0000273,STANDARD,1915.83,996.51
CUS0000274,PREMIUM,7745.84,1536.96
CUS0000275,PREMIUM,11450.97,5907.6
CUS0000276,STANDARD,1733.39,767.73
CUS0000277,PREMIUM,13944.74,8901.38
CUS0000278,STANDARD,3109.88,1281.81
CUS0000279,STANDARD,2345.47,757.6
CUS0000280,STANDARD,5575.63,3105.46
CUS0000281,PREMIUM,14796.37,10000.0
CUS0000282,STANDARD,1157.52,1198.02
CUS0000283,STANDARD,2082.5,1041.59
CUS0000284,STANDARD,1036.63,801.19
CUS0000285,STANDARD,1851.25,536.29
CUS0000286,PREMIUM,8721.06,3275.97
CUS0000287,STANDARD,5329.58,3498.7
CUS0000288,STANDARD,1315.65,394.37
CUS0000289,STANDARD,2632.62,1468.77
CUS0000290,STANDARD,2639.0,1272.32
CUS0000291,STANDARD,2699.48,1538.67
CUS0000292,STANDARD,1272.5,578.66
CUS0000293,STANDARD,2808.52,333.37
CUS0000294,STANDARD,2968.73,559.95
CUS0000295,STANDARD,3281.24,1944.63
CUS0000296,PREMIUM,13449.6,2385.29
CUS0000297,STANDARD,1112.45,1190.68
CUS0000298,STANDARD,4440.4,2567.06
CUS0000299,STANDARD,1125.14,669.62
CUS0000300,STANDARD,5992.16,4045.33
CUS0000301,PREMIUM,8946.53,4606.46
CUS0000302,STANDARD,2861.65,799.33
CUS0000303,STANDARD,4062.9,740.54
CUS0000304,PREMIUM,9795.0,6285.72
CUS0000305,PREMIUM,8890.15,1497.62
CUS0000306,STANDARD,5561.29,2785.11
CUS0000307,PREMIUM,10952.94,7139.55
CUS0000308,STANDARD,6544.93,3375.98
CUS0000309,STANDARD,6185.48,2985.25
CUS0000310,STANDARD,3653.25,914.39
CUS0000311,STANDARD,4044.02,1235.02
CUS0000312,STANDARD,5990.18,1285.01
CUS0000313,PREMIUM,11920.07,5385.72
CUS0000314,STANDARD,5750.91,4131.3
CUS0000315,PREMIUM,12214.7,3946.25
CUS0000316,STANDARD,1371.24,635.6
CUS0000317,STANDARD,5285.89,2068.04
CUS0000318,STANDARD,3626.55,1500.91
CUS0000319,STANDARD,3237.11,873.51
CUS0000320,STANDARD,4587.32,3140.34
CUS0000321,STANDARD,1567.04,684.98
CUS0000322,PREMIUM,12252.51,9372.01
CUS0000323,STANDARD,4496.44,744.61
CUS0000324,PREMIUM,12587.84,4807.56
CUS0000325,PREMIUM,9476.66,3738.09
CUS0000326,PREMIUM,12360.93,8647.56
CUS0000327,STANDARD,4158.36,2219.73
CUS0000328,STANDARD,3175.59,432.46
CUS0000329,PREMIUM,10890.17,2453.55
CUS0000330,STANDARD,6066.57,1307.04
CUS0000331,PREMIUM,14069.46,1615.47
CUS0000332,PREMIUM,8048.39,2589.48
CUS0000333,PREMIUM,13168.78,8440.3
CUS0000334,STANDARD,3465.15,1724.63
CUS0000335,STANDARD,2709.57,1639.63
CUS0000336,STANDARD,2856.81,1871.76
CUS0000337,PREMIUM,9942.73,8070.65
CUS0000338,STANDARD,2690.63,1015.76
CUS0000339,PREMIUM,13535.13,8583.51
CUS0000340,STANDARD,4847.07,3505.08
CUS0000341,STANDARD,6075.35,4012.39
CUS0000342,PREMIUM,9182.33,6384.56
CUS0000343,STANDARD,6678.48,1656.99
CUS0000344,STANDARD,1160.02,161.25
CUS0000345,STANDARD,6967.15,2053.35
CUS0000346,PREMIUM,13713.41,7901.95
CUS0000347,STANDARD,2721.28,2048.81
CUS0000348,STANDARD,5233.22,1671.91
CUS0000349,STANDARD,2535.54,1784.32
CUS0000350,PREMIUM,11222.17,1783.75
CUS0000351,STANDARD,1286.5,800.62
CUS0000352,STANDARD,1665.15,1318.3
CUS0000353,STANDARD,4092.25,745.85
CUS0000354,STANDARD,4688.86,1175.03
CUS0000355,STANDARD,1513.68,751.77
CUS0000356,STANDARD,4043.97,3256.3
CUS0000357,STANDARD,3820.81,2563.26
CUS0000358,STANDARD,1097.45,560.3
CUS0000359,PREMIUM,12026.06,7932.48
CUS0000360,STANDARD,1266.01,923.99
CUS0000361,STANDARD,5674.86,2608.54
CUS0000362,STANDARD,5868.99,1122.32
CUS0000363,STANDARD,2760.66,100.0
CUS0000364,STANDARD,6600.23,3530.3
CUS0000365,STANDARD,2519.88,1271.83
CUS0000366,STANDARD,5685.05,3845.9
CUS0000367,STANDARD,3208.12,2561.63
CUS0000368,PREMIUM,10093.16,7885.08
CUS0000369,STANDARD,6545.86,3335.11
CUS0000370,PREMIUM,7631.42,4303.79
CUS0000371,STANDARD,2927.27,617.71
CUS0000372,STANDARD,4615.73,2028.12
CUS0000373,STANDARD,1254.13,741.77
CUS0000374,PREMIUM,9196.44,7676.48
CUS0000375,STANDARD,4825.08,2010.71
CUS0000376,STANDARD,6716.74,1450.56
CUS0000377,PREMIUM,7278.39,1348.9
CUS0000378,STANDARD,3297.13,1744.0
CUS0000379,STANDARD,6692.94,2675.28
CUS0000380,STANDARD,4176.76,1730.98
CUS0000381,STANDARD,1680.69,1032.62
CUS0000382,STANDARD,4370.04,998.08
CUS0000383,STANDARD,6978.19,2509.26
CUS0000384,STANDARD,1735.82,1161.87
CUS0000385,PREMIUM,10560.89,1887.02
CUS0000386,PREMIUM,9556.7,2844.78
CUS0000387,STANDARD,6347.99,4629.71
CUS0000388,PREMIUM,12101.6,7942.41
CUS0000389,STANDARD,2205.88,725.4
CUS0000390,STANDARD,4324.13,1852.73
CUS0000391,STANDARD,4671.69,558.4
CUS0000392,PREMIUM,12750.96,6236.45
CUS0000393,PREMIUM,7590.01,6067.6
CUS0000394,STANDARD,5080.65,2111.28
CUS0000395,PREMIUM,12118.35,3221.66
CUS0000396,STANDARD,6464.27,521.33
CUS0000397,STANDARD,1987.94,857.13
CUS0000398,STANDARD,6645.42,5173.49
CUS0000399,STANDARD,4810.34,1961.02
CUS0000400,STANDARD,4200.87,1566.59
CUS0000401,PREMIUM,8233.55,4840.58
CUS0000402,STANDARD,6055.18,3319.72
CUS0000403,STANDARD,1272.77,775.54
CUS0000404,STANDARD,5601.75,2332.7
CUS0000405,STANDARD,4762.98,1898.74
CUS0000406,STANDARD,5828.13,3174.8
CUS0000407,STANDARD,1359.48,538.54
CUS0000408,STANDARD,4639.96,1697.62
CUS0000409,PREMIUM,13886.22,10000.0
CUS0000410,STANDARD,4369.91,1379.62
CUS0000411,STANDARD,2487.51,207.54
CUS0000412,STANDARD,4692.26,1650.0
CUS0000413,STANDARD,2964.61,1308.01
CUS0000414,PREMIUM,10986.12,5055.75
CUS0000415,STANDARD,1139.06,873.02
CUS0000416,PREMIUM,8721.16,2577.01
CUS0000417,STANDARD,6294.04,3482.55
CUS0000418,STANDARD,6083.03,2825.7
CUS0000419,PREMIUM,13110.85,4570.09
CUS0000420,STANDARD,2167.93,629.87
CUS0000421,STANDARD,5586.42,2141.58
CUS0000422,STANDARD,1712.87,1234.32
CUS0000423,PREMIUM,9712.68,7610.03
CUS0000424,STANDARD,4054.74,1370.16
CUS0000425,STANDARD,2998.24,1251.09
CUS0000426,STANDARD,4093.03,1462.03
CUS0000427,STANDARD,6943.69,4087.13
CUS0000428,STANDARD,5969.74,3030.27
CUS0000429,STANDARD,5894.49,2283.15
CUS0000430,PREMIUM,11669.62,7900.76
CUS0000431,STANDARD,1159.88,968.39
CUS0000432,PREMIUM,13209.3,6883.43
CUS0000433,STANDARD,2023.07,1212.84
CUS0000434,PREMIUM,8182.21,4248.69
CUS0000435,PREMIUM,7879.16,706.06
CUS0000436,STANDARD,5143.0,2266.67
CUS0000437,PREMIUM,13982.54,8162.75
CUS0000438,STANDARD,2244.05,897.23
CUS0000439,STANDARD,2882.52,1049.82
CUS0000440,STANDARD,3125.72,2222.61
CUS0000441,STANDARD,5159.88,2411.8
CUS0000442,STANDARD,4348.52,1592.25
CUS0000443,STANDARD,2734.02,875.08
CUS0000444,STANDARD,3092.82,2626.12
CUS0000445,STANDARD,1731.24,872.8
CUS0000446,PREMIUM,13547.02,10000.0
CUS0000447,STANDARD,2725.78,1481.56
CUS0000448,STANDARD,2538.66,807.29
CUS0000449,STANDARD,6598.14,3512.49
CUS0000450,STANDARD,4520.98,1389.24
CUS0000451,STANDARD,4827.67,573.46
CUS0000452,PREMIUM,7804.36,4496.35
CUS0000453,STANDARD,6574.6,2965.17
CUS0000454,PREMIUM,10819.59,3056.5
CUS0000455,STANDARD,4875.39,3175.58
CUS0000456,STANDARD,4210.91,2989.25
CUS0000457,PREMIUM,8400.52,5703.76
CUS0000458,PREMIUM,14977.37,5655.28
CUS0000459,PREMIUM,14697.05,10000.0
CUS0000460,STANDARD,4407.77,1254.84
CUS0000461,STANDARD,6934.6,3324.67
CUS0000462,PREMIUM,13808.48,5597.52
CUS0000463,STANDARD,1974.97,589.2
CUS0000464,STANDARD,5419.71,3609.76
CUS0000465,PREMIUM,8403.96,6273.95
CUS0000466,PREMIUM,11122.25,1956.78
CUS0000467,STANDARD,1843.67,350.04
CUS0000468,STANDARD,2413.13,1968.59
CUS0000469,STANDARD,5337.3,730.14
CUS0000470,STANDARD,1372.75,100.0
CUS0000471,STANDARD,4015.12,3120.87
CUS0000472,STANDARD,1704.49,1058.56
CUS0000473,STANDARD,2314.77,101.09
CUS0000474,PREMIUM,11845.91,4682.07
CUS0000475,STANDARD,4225.11,2105.03
CUS0000476,STANDARD,5528.44,3513.67
CUS0000477,STANDARD,5222.6,871.96
CUS0000478,STANDARD,4285.9,2017.82
CUS0000479,STANDARD,2968.71,994.43
CUS0000480,STANDARD,4498.89,746.66
CUS0000481,PREMIUM,10627.46,4837.71
CUS0000482,STANDARD,3774.27,2732.57
CUS0000483,STANDARD,5898.72,3747.69
CUS0000484,STANDARD,3067.17,937.73
CUS0000485,PREMIUM,7552.15,5223.36
CUS0000486,STANDARD,5613.83,4049.17
CUS0000487,STANDARD,3522.17,2682.6
CUS0000488,PREMIUM,14254.14,5356.3
CUS0000489,STANDARD,4235.8,2209.12
CUS0000490,STANDARD,4223.55,2213.73
CUS0000491,STANDARD,1020.84,100.0
CUS0000492,STANDARD,4266.67,2338.74
CUS0000493,STANDARD,3076.96,1338.82
CUS0000494,PREMIUM,7902.76,5187.49
CUS0000495,PREMIUM,14070.05,1267.18
CUS0000496,STANDARD,1201.46,826.18
CUS0000497,STANDARD,5443.25,1811.41
CUS0000498,STANDARD,6182.38,866.4
CUS0000499,STANDARD,5894.72,3426.84
CUS0000500,STANDARD,5035.19,1435.51
CUS0000501,STANDARD,4961.27,1064.28
CUS0000502,STANDARD,6691.12,5201.08
CUS0000503,STANDARD,3563.2,2064.81
CUS0000504,PREMIUM,12370.74,7860.5
CUS0000505,STANDARD,1895.31,943.4
CUS0000506,STANDARD,6096.05,2100.49
CUS0000507,PREMIUM,14317.93,7536.12
CUS0000508,STANDARD,1804.56,190.57
CUS0000509,STANDARD,6533.36,4120.04
CUS0000510,PREMIUM,8523.85,2627.89
CUS0000511,STANDARD,6241.72,1707.99
CUS0000512,PREMIUM,11470.8,5365.88
CUS0000513,STANDARD,6742.12,1183.74
CUS0000514,PREMIUM,7938.53,6327.37
CUS0000515,STANDARD,4626.41,1540.08
CUS0000516,STANDARD,5653.08,2105.3
CUS0000517,STANDARD,2569.37,1176.55
CUS0000518,STANDARD,6887.91,3292.19
CUS0000519,PREMIUM,9965.64,3946.64
CUS0000520,STANDARD,1875.54,964.68
CUS0000521,STANDARD,3505.47,554.4
CUS0000522,STANDARD,6000.18,2851.76
CUS0000523,STANDARD,2543.96,2183.97
CUS0000524,STANDARD,3943.57,1153.74
CUS0000525,STANDARD,5321.88,2768.22
CUS0000526,STANDARD,4850.86,218.34
CUS0000527,PREMIUM,14561.5,8531.64
CUS0000528,STANDARD,6055.27,1793.67
CUS0000529,STANDARD,4034.4,1575.22
CUS0000530,STANDARD,4699.12,2047.21
CUS0000531,STANDARD,4309.86,496.16
CUS0000532,STANDARD,6864.88,1082.02
CUS0000533,STANDARD,5837.01,3907.97
CUS0000534,STANDARD,1893.38,470.17
CUS0000535,PREMIUM,9138.6,3325.87
CUS0000536,STANDARD,4390.01,3207.85
CUS0000537,STANDARD,6087.2,3752.53
CUS0000538,PREMIUM,7748.0,2884.48
CUS0000539,STANDARD,1056.7,232.3
CUS0000540,STANDARD,5706.26,3188.83
CUS0000541,STANDARD,4168.96,252.49
CUS0000542,PREMIUM,14100.43,5649.94
CUS0000543,STANDARD,6553.51,4844.41
CUS0000544,STANDARD,6572.6,2565.62
CUS0000545,STANDARD,5513.53,3200.34
CUS0000546,STANDARD,1974.7,864.52
CUS0000547,STANDARD,6379.15,2374.83
CUS0000548,STANDARD,6930.87,4207.24
CUS0000549,PREMIUM,7429.57,3354.8
CUS0000550,STANDARD,5614.03,4210.53
CUS0000551,PREMIUM,7237.01,2600.94
CUS0000552,STANDARD,3134.87,2310.59
CUS0000553,STANDARD,4964.03,912.79
CUS0000554,PREMIUM,12704.87,1654.31
CUS0000555,PREMIUM,12071.21,7273.77
CUS0000556,STANDARD,1031.17,185.55
CUS0000557,STANDARD,1795.04,363.81
CUS0000558,STANDARD,3448.27,262.13
CUS0000559,STANDARD,4588.26,1386.06
CUS0000560,STANDARD,3326.8,931.06
CUS0000561,PREMIUM,14825.38,7087.79
CUS0000562,STANDARD,1833.04,562.82
CUS0000563,STANDARD,3608.06,1408.59
CUS0000564,STANDARD,2510.2,809.35
CUS0000565,STANDARD,2173.29,184.72
CUS0000566,PREMIUM,9657.74,5462.61
CUS0000567,STANDARD,3008.42,2377.66
CUS0000568,PREMIUM,8089.0,3071.88
CUS0000569,STANDARD,2885.1,2705.26
CUS0000570,STANDARD,5169.75,2369.72
CUS0000571,STANDARD,3256.33,2079.71
CUS0000572,STANDARD,4383.1,2300.99
CUS0000573,STANDARD,4300.59,3260.62
CUS0000574,PREMIUM,10507.64,3386.44
CUS0000575,PREMIUM,13365.25,5163.62
CUS0000576,STANDARD,2452.13,1591.04
CUS0000577,PREMIUM,7591.72,6003.19
CUS0000578,STANDARD,4039.68,3198.34
CUS0000579,STANDARD,5744.33,2415.61
CUS0000580,STANDARD,4829.08,1039.13
CUS0000581,STANDARD,3130.05,1274.9
CUS0000582,PREMIUM,12419.78,4968.88
CUS0000583,PREMIUM,10443.64,880.21
CUS0000584,STANDARD,4112.79,2157.8
CUS0000585,STANDARD,3346.81,2232.69
CUS0000586,STANDARD,3069.8,100.0
CUS0000587,STANDARD,6770.37,1667.8
CUS0000588,STANDARD,2871.34,909.19
CUS0000589,STANDARD,3856.98,1765.46
CUS0000590,STANDARD,2801.58,1484.1
CUS0000591,PREMIUM,12183.76,6657.8
CUS0000592,PREMIUM,8951.3,1648.37
CUS0000593,STANDARD,6750.78,1675.77
CUS0000594,STANDARD,4842.87,1478.42
CUS0000595,STANDARD,2183.95,1012.57
CUS0000596,PREMIUM,8646.28,5726.73
CUS0000597,STANDARD,1610.51,831.04
CUS0000598,STANDARD,3745.3,1424.98
CUS0000599,STANDARD,4834.65,2615.07
CUS0000600,STANDARD,3087.55,2253.52
CUS0000601,PREMIUM,12647.91,4012.71
CUS0000602,STANDARD,1803.69,134.56
