CUSTOMER_ID,CUSTOMER_TYPE,CUSTOMER_LIMIT,ORDER_AMOUNT
CUS0000128,STANDARD,5329.99,4143.09
CUS0000129,STANDARD,5139.17,1360.15
CUS0000130,STANDARD,14165.09,6805.45
CUS0000131,PREMIUM,9617.21,3079.4
CUS0000132,STANDARD,1005.68,2940.45
CUS0000133,STANDARD,9119.79,6581.59
CUS0000134,STANDARD,7190.24,2215.64
CUS0000135,STANDARD,13616.53,7980.65
CUS0000136,STANDARD,2187.14,5202.97
CUS0000137,STANDARD,5692.64,8202.39
CUS0000138,PREMIUM,10419.14,2323.94
CUS0000139,STANDARD,1341.96,2523.94
CUS0000140,STANDARD,12896.33,821.0
CUS0000141,STANDARD,9816.72,2024.91
CUS0000142,STANDARD,7921.28,2515.45
CUS0000143,STANDARD,1077.63,7534.55
CUS0000144,PREMIUM,2492.22,4308.95
CUS0000145,STANDARD,14411.52,5227.78
CUS0000146,STANDARD,4488.78,8498.53
CUS0000147,STANDARD,12219.83,6709.02
CUS0000148,PREMIUM,9336.33,9505.39
CUS0000149,PREMIUM,9577.13,7220.81
CUS0000150,STANDARD,12627.97,5523.93
CUS0000151,PREMIUM,11411.18,4799.28
CUS0000152,STANDARD,4461.36,6412.85
CUS0000153,PREMIUM,8298.2,6304.81
CUS0000154,STANDARD,2084.77,2928.71
CUS0000155,STANDARD,5475.93,5447.51
CUS0000156,STANDARD,4237.66,6970.1
CUS0000157,PREMIUM,1899.2,4135.23
CUS0000158,STANDARD,6820.84,2147.66
CUS0000159,STANDARD,13667.74,5882.39
CUS0000160,STANDARD,12994.25,7679.39
CUS0000161,STANDARD,1082.55,3582.41
CUS0000162,PREMIUM,12948.27,9538.96
CUS0000163,STANDARD,11465.22,5506.71
CUS0000164,STANDARD,4087.54,2272.27
CUS0000165,STANDARD,1406.35,3427.68
CUS0000166,STANDARD,6660.43,1733.94
CUS0000167,STANDARD,2786.79,6260.34
CUS0000168,STANDARD,6516.28,5687.48
CUS0000169,STANDARD,9998.5,1443.42
CUS0000170,STANDARD,1703.98,3853.13
CUS0000171,STANDARD,5575.84,7636.17
CUS0000172,STANDARD,11528.14,8336.05
CUS0000173,STANDARD,2146.69,291.89
CUS0000174,STANDARD,14998.71,3564.61
CUS0000175,STANDARD,11937.26,6552.37
CUS0000176,PREMIUM,14294.56,2073.67
CUS0000177,STANDARD,3133.35,1349.59
CUS0000178,STANDARD,8895.57,2257.85
CUS0000179,STANDARD,11736.57,1761.11
CUS0000180,STANDARD,11470.96,1233.88
CUS0000181,PREMIUM,14506.09,1170.18
CUS0000182,STANDARD,5367.4,6805.74
CUS0000183,PREMIUM,6553.16,7178.65
CUS0000184,STANDARD,10668.6,6309.7
CUS0000185,STANDARD,11814.73,8517.9
CUS0000186,STANDARD,2694.77,9840.06
CUS0000187,PREMIUM,5860.85,4340.94
CUS0000188,STANDARD,8083.45,3478.19
CUS0000189,PREMIUM,12512.63,1144.83
CUS0000190,PREMIUM,9898.19,8304.2
CUS0000191,PREMIUM,7096.82,7364.57
CUS0000192,PREMIUM,4781.15,8101.17
CUS0000193,STANDARD,7768.97,4412.19
CUS0000194,PREMIUM,4757.54,8531.96
CUS0000195,PREMIUM,2213.28,8828.15
CUS0000196,STANDARD,7505.92,6142.28
CUS0000197,STANDARD,1401.8,8524.43
CUS0000198,STANDARD,3969.68,7998.54
CUS0000199,STANDARD,13324.48,7041.72
CUS0000200,STANDARD,1142.12,9485.82
CUS0000201,STANDARD,11081.05,4936.92
CUS0000202,PREMIUM,10668.53,6494.44
CUS0000203,STANDARD,12101.06,1021.23
CUS0000204,STANDARD,10685.02,3131.44
CUS0000205,STANDARD,7625.65,5356.13
CUS0000206,STANDARD,11443.1,3374.83
CUS0000207,PREMIUM,4792.83,2588.9
CUS0000208,STANDARD,3696.18,1283.59
CUS0000209,STANDARD,11670.65,1932.98
CUS0000210,STANDARD,7778.78,7273.39
CUS0000211,PREMIUM,8344.92,2901.69
CUS0000212,STANDARD,3717.65,2352.08
CUS0000213,STANDARD,1198.08,5387.94
CUS0000214,STANDARD,14640.13,5578.25
CUS0000215,STANDARD,2767.91,8697.77
CUS0000216,STANDARD,13218.08,5783.24
CUS0000217,STANDARD,7166.56,1925.2
CUS0000218,STANDARD,14174.89,4829.52
CUS0000219,PREMIUM,6609.9,833.41
CUS0000220,STANDARD,1750.53,1577.06
CUS0000221,STANDARD,5253.7,9939.79
CUS0000222,STANDARD,11702.21,6102.54
CUS0000223,PREMIUM,4159.62,5273.47
CUS0000224,STANDARD,7198.09,8615.65
CUS0000225,PREMIUM,5275.32,6248.17
CUS0000226,STANDARD,11361.25,9481.14
CUS0000227,STANDARD,3954.35,6638.24
CUS0000228,STANDARD,3433.39,843.14
CUS0000229,STANDARD,7307.05,5978.73
CUS0000230,STANDARD,4240.67,7098.86
CUS0000231,PREMIUM,7356.44,6905.11
CUS0000232,PREMIUM,12029.59,6288.07
CUS0000233,STANDARD,14071.36,4308.88
CUS0000234,STANDARD,10066.89,9093.27
CUS0000235,PREMIUM,1999.74,1742.64
CUS0000236,STANDARD,11485.41,5735.15
CUS0000237,STANDARD,2740.95,6917.91
CUS0000238,STANDARD,14197.47,5054.67
CUS0000239,STANDARD,2126.19,494.62
CUS0000240,STANDARD,5512.5,2578.64
CUS0000241,STANDARD,14466.76,8375.99
CUS0000242,STANDARD,14311.01,9995.77
CUS0000243,STANDARD,4773.15,498.29
CUS0000244,PREMIUM,7587.01,6549.94
CUS0000245,PREMIUM,3540.85,5894.76
CUS0000246,STANDARD,7884.16,1003.3
CUS0000247,STANDARD,5666.32,6734.32
CUS0000248,PREMIUM,5617.25,6967.37
CUS0000249,STANDARD,14232.71,8154.3
CUS0000250,STANDARD,7367.56,3213.72
CUS0000251,STANDARD,14582.59,4101.33
CUS0000252,STANDARD,14833.67,6610.84
CUS0000253,STANDARD,6785.47,1957.07
CUS0000254,STANDARD,11590.2,6291.55
CUS0000255,PREMIUM,3849.82,5537.27
CUS0000256,PREMIUM,7133.63,7012.68
CUS0000257,STANDARD,14624.06,6127.83
CUS0000258,STANDARD,3217.29,5553.31
CUS0000259,STANDARD,2304.93,9923.35
CUS0000260,PREMIUM,7460.27,1262.91
CUS0000261,PREMIUM,7977.26,7194.37
CUS0000262,STANDARD,4827.95,8363.77
CUS0000263,PREMIUM,4412.23,5557.52
CUS0000264,STANDARD,13906.15,5131.58
CUS0000265,PREMIUM,13096.38,2834.85
CUS0000266,PREMIUM,6809.19,9349.06
CUS0000267,STANDARD,12487.69,2900.11
CUS0000268,STANDARD,9217.13,9989.13
CUS0000269,STANDARD,3080.34,5431.95
CUS0000270,STANDARD,8726.84,5479.96
CUS0000271,STANDARD,5504.88,1967.66
CUS0000272,STANDARD,9005.17,2412.27
CUS0000273,PREMIUM,1611.06,7472.58
CUS0000274,PREMIUM,12359.72,3922.18
CUS0000275,STANDARD,12490.47,9810.1
CUS0000276,STANDARD,1518.27,5072.68
CUS0000277,STANDARD,13175.8,8754.48
CUS0000278,STANDARD,8363.32,4623.59
CUS0000279,PREMIUM,6739.7,6582.34
CUS0000280,STANDARD,7572.87,9695.12
CUS0000281,STANDARD,10697.86,6533.38
CUS0000282,PREMIUM,12932.78,8607.49
CUS0000283,STANDARD,5433.26,7215.3
CUS0000284,PREMIUM,13213.36,455.4
CUS0000285,STANDARD,9836.25,9217.2
CUS0000286,PREMIUM,11454.73,4396.32
CUS0000287,STANDARD,9872.47,8738.53
CUS0000288,STANDARD,10716.02,9043.9
CUS0000289,STANDARD,12146.01,3004.34
CUS0000290,STANDARD,3037.98,5358.55
CUS0000291,STANDARD,12095.27,1782.84
CUS0000292,STANDARD,13191.75,6235.13
CUS0000293,STANDARD,13779.61,1516.87
CUS0000294,STANDARD,4555.68,2627.73
CUS0000295,STANDARD,12264.86,9021.97
CUS0000296,STANDARD,3211.66,4473.12
CUS0000297,STANDARD,9226.0,6425.49
CUS0000298,STANDARD,4501.38,8468.51
CUS0000299,STANDARD,6385.71,4883.76
CUS0000300,STANDARD,9006.92,5790.64
CUS0000301,PREMIUM,5133.23,9781.65
CUS0000302,STANDARD,4842.73,5702.7
CUS0000303,STANDARD,11425.36,585.54
CUS0000304,STANDARD,7954.18,9051.14
CUS0000305,STANDARD,12184.04,6109.94
CUS0000306,STANDARD,9912.65,6246.82
CUS0000307,STANDARD,11093.0,6625.9
CUS0000308,PREMIUM,9795.47,9043.7
CUS0000309,STANDARD,5325.06,4464.15
CUS0000310,STANDARD,11253.04,992.32
CUS0000311,STANDARD,11464.73,1838.84
CUS0000312,STANDARD,8551.71,9717.75
CUS0000313,STANDARD,13788.82,8321.68
CUS0000314,STANDARD,12545.66,4870.29
CUS0000315,PREMIUM,11451.83,3453.28
CUS0000316,STANDARD,14480.51,1493.49
CUS0000317,PREMIUM,13041.97,7269.75
CUS0000318,PREMIUM,14541.78,8065.42
CUS0000319,STANDARD,12069.55,237.79
CUS0000320,STANDARD,7367.0,6761.0
CUS0000321,STANDARD,9183.84,8241.93
CUS0000322,PREMIUM,2516.85,2414.84
CUS0000323,STANDARD,13379.29,5657.93
CUS0000324,PREMIUM,4099.14,725.85
CUS0000325,PREMIUM,13731.43,3091.68
CUS0000326,STANDARD,2956.88,9467.99
CUS0000327,STANDARD,7896.74,1062.2
CUS0000328,PREMIUM,2899.3,4591.07
CUS0000329,STANDARD,11403.96,9465.14
CUS0000330,STANDARD,11391.77,1629.78
CUS0000331,STANDARD,2386.3,4944.54
CUS0000332,STANDARD,14321.3,423.89
CUS0000333,STANDARD,7207.36,9510.5
CUS0000334,PREMIUM,2390.96,6888.23
CUS0000335,STANDARD,14689.8,3650.87
CUS0000336,STANDARD,3657.32,1309.38
CUS0000337,PREMIUM,7366.04,6661.41
CUS0000338,STANDARD,9360.04,311.44
CUS0000339,PREMIUM,4409.96,1346.65
CUS0000340,STANDARD,1960.54,7675.06
CUS0000341,STANDARD,4023.32,8709.98
CUS0000342,STANDARD,3065.76,9015.26
CUS0000343,STANDARD,13017.69,1532.41
CUS0000344,STANDARD,4509.16,1827.52
CUS0000345,STANDARD,1360.92,247.12
CUS0000346,PREMIUM,4331.04,3305.34
CUS0000347,STANDARD,1733.59,7443.01
CUS0000348,STANDARD,11439.31,4814.84
CUS0000349,PREMIUM,8185.33,1179.63
CUS0000350,STANDARD,14235.82,529.31
CUS0000351,PREMIUM,13137.73,5262.37
CUS0000352,STANDARD,14496.37,702.17
CUS0000353,STANDARD,6622.64,6892.37
CUS0000354,STANDARD,13735.81,827.56
CUS0000355,STANDARD,9516.16,750.25
CUS0000356,STANDARD,9863.07,5528.73
CUS0000357,STANDARD,14924.79,5352.51
CUS0000358,STANDARD,9475.98,1081.87
CUS0000359,PREMIUM,12939.1,6544.07
CUS0000360,PREMIUM,11091.76,2228.73
CUS0000361,STANDARD,4198.91,3455.42
CUS0000362,STANDARD,6823.86,1041.35
CUS0000363,STANDARD,10311.51,3805.58
CUS0000364,STANDARD,13921.79,764.62
CUS0000365,PREMIUM,2305.22,1055.99
CUS0000366,PREMIUM,12364.77,5608.07
CUS0000367,STANDARD,8862.21,3363.5
CUS0000368,STANDARD,5950.37,6686.87
CUS0000369,PREMIUM,13153.29,7238.5
CUS0000370,PREMIUM,9405.74,3581.3
CUS0000371,STANDARD,3978.34,6601.69
CUS0000372,STANDARD,2515.06,8469.2
CUS0000373,STANDARD,11676.48,5783.59
CUS0000374,PREMIUM,12832.17,9748.01
CUS0000375,PREMIUM,9590.03,6462.72
CUS0000376,STANDARD,14007.18,8311.66
CUS0000377,STANDARD,3525.83,7056.72
CUS0000378,STANDARD,5757.55,160.45
CUS0000379,PREMIUM,8928.5,4067.77
CUS0000380,STANDARD,9864.41,403.51
CUS0000381,PREMIUM,4011.86,4256.34
CUS0000382,STANDARD,6180.74,7243.8
CUS0000383,PREMIUM,8946.31,941.07
CUS0000384,STANDARD,3203.74,6216.6
CUS0000385,STANDARD,4809.44,6653.19
CUS0000386,STANDARD,7188.62,2804.35
CUS0000387,PREMIUM,2593.45,4356.14
CUS0000388,STANDARD,10498.81,4917.66
CUS0000389,STANDARD,1635.84,4013.11
CUS0000390,STANDARD,1107.62,3084.05
CUS0000391,STANDARD,2921.29,2629.64
CUS0000392,STANDARD,1108.22,7495.44
CUS0000393,STANDARD,6322.9,7066.35
CUS0000394,STANDARD,12666.96,8081.38
CUS0000395,STANDARD,13064.7,518.79
CUS0000396,STANDARD,13896.27,8634.89
CUS0000397,STANDARD,9027.6,7124.04
CUS0000398,STANDARD,2612.43,306.48
CUS0000399,STANDARD,12218.51,6219.44
CUS0000400,PREMIUM,13876.78,972.49
CUS0000401,PREMIUM,4406.43,5929.83
CUS0000402,STANDARD,6540.73,3171.72
CUS0000403,STANDARD,5662.96,1764.51
CUS0000404,STANDARD,2596.37,5148.53
CUS0000405,PREMIUM,5891.25,7301.05
CUS0000406,PREMIUM,12410.52,2439.06
CUS0000407,STANDARD,3761.81,6063.75
CUS0000408,PREMIUM,10177.13,1853.75
CUS0000409,PREMIUM,7917.64,7569.01
CUS0000410,PREMIUM,7284.67,9249.13
CUS0000411,STANDARD,9894.18,6282.77
CUS0000412,PREMIUM,9781.04,1594.48
CUS0000413,STANDARD,7190.91,3097.92
CUS0000414,STANDARD,1786.41,5122.64
CUS0000415,STANDARD,7326.79,663.21
CUS0000416,PREMIUM,2074.23,8656.08
CUS0000417,PREMIUM,9610.12,5119.97
CUS0000418,STANDARD,8760.43,7939.0
CUS0000419,PREMIUM,7296.27,8117.18
CUS0000420,STANDARD,5501.37,4808.73
CUS0000421,STANDARD,1866.23,1124.67
CUS0000422,PREMIUM,5808.13,7171.72
CUS0000423,STANDARD,3415.82,2552.66
CUS0000424,STANDARD,7151.91,5275.21
CUS0000425,STANDARD,6219.93,2900.65
CUS0000426,STANDARD,5737.14,6019.07
CUS0000427,PREMIUM,10062.27,752.53
CUS0000428,STANDARD,10497.31,2913.06
CUS0000429,PREMIUM,10191.9,9072.79
CUS0000430,PREMIUM,5667.07,5869.12
CUS0000431,STANDARD,5897.49,9680.2
CUS0000432,STANDARD,6487.41,5990.91
CUS0000433,PREMIUM,5334.15,3829.13
CUS0000434,PREMIUM,12384.59,6734.15
CUS0000435,PREMIUM,11342.85,6885.6
CUS0000436,STANDARD,10044.35,4291.72
CUS0000437,STANDARD,6076.37,1884.6
CUS0000438,STANDARD,14267.36,4914.08
CUS0000439,STANDARD,2925.91,863.93
CUS0000440,PREMIUM,2415.97,7731.66
CUS0000441,PREMIUM,13371.55,473.7
CUS0000442,STANDARD,11728.31,1397.39
CUS0000443,STANDARD,3271.46,8330.32
CUS0000444,PREMIUM,12326.61,1738.84
CUS0000445,STANDARD,6752.02,6795.99
CUS0000446,STANDARD,7218.78,2920.79
CUS0000447,PREMIUM,7284.99,5386.71
CUS0000448,STANDARD,12320.73,4743.25
CUS0000449,PREMIUM,6149.77,9476.59
CUS0000450,PREMIUM,7463.52,2889.54
CUS0000451,STANDARD,8384.44,9666.05
CUS0000452,PREMIUM,12217.63,1470.15
CUS0000453,STANDARD,9976.51,8753.76
CUS0000454,STANDARD,2436.26,8474.33
CUS0000455,PREMIUM,4990.88,7654.86
CUS0000456,STANDARD,13674.29,1558.75
CUS0000457,STANDARD,14249.79,2298.18
CUS0000458,STANDARD,5894.19,364.03
CUS0000459,STANDARD,8028.1,2434.2
CUS0000460,PREMIUM,6248.78,379.06
CUS0000461,PREMIUM,12748.47,6534.61
CUS0000462,PREMIUM,2926.39,2940.11
CUS0000463,PREMIUM,10745.01,1474.05
CUS0000464,PREMIUM,7280.42,151.99
CUS0000465,STANDARD,4582.93,8366.13
CUS0000466,STANDARD,11181.29,5324.94
CUS0000467,STANDARD,5033.42,3081.4
CUS0000468,STANDARD,6877.56,7959.6
CUS0000469,STANDARD,2552.01,9060.95
CUS0000470,STANDARD,1230.09,5202.22
CUS0000471,STANDARD,3010.08,4349.47
CUS0000472,STANDARD,4367.9,4224.02
CUS0000473,STANDARD,2198.6,9749.08
CUS0000474,STANDARD,8364.83,5122.54
CUS0000475,PREMIUM,8758.13,3965.49
CUS0000476,STANDARD,9899.39,9812.29
CUS0000477,STANDARD,1227.39,7906.35
CUS0000478,STANDARD,11261.17,6319.74
CUS0000479,PREMIUM,11292.62,3391.93
CUS0000480,STANDARD,8644.19,8153.74
CUS0000481,STANDARD,11908.0,4699.77
CUS0000482,STANDARD,9844.3,8133.83
CUS0000483,STANDARD,11866.67,4631.03
CUS0000484,STANDARD,1613.29,2074.75
CUS0000485,STANDARD,14067.19,5202.3
CUS0000486,PREMIUM,8602.43,2607.81
CUS0000487,PREMIUM,3675.45,3634.04
CUS0000488,PREMIUM,13121.18,3386.05
CUS0000489,STANDARD,6152.27,8905.92
CUS0000490,PREMIUM,13524.92,3927.78
CUS0000491,PREMIUM,7946.85,5025.48
CUS0000492,PREMIUM,8269.86,8031.37
CUS0000493,PREMIUM,2104.98,6064.29
CUS0000494,PREMIUM,8636.64,3279.99
CUS0000495,STANDARD,10252.87,3134.31
CUS0000496,STANDARD,6965.63,6928.67
CUS0000497,STANDARD,1592.97,8713.37
CUS0000498,STANDARD,14974.11,2818.1
CUS0000499,PREMIUM,14270.66,842.91
CUS0000500,STANDARD,6086.36,8030.85
CUS0000501,STANDARD,14339.05,1513.52
CUS0000502,STANDARD,11938.37,444.51
CUS0000503,STANDARD,11899.22,3726.65
CUS0000504,STANDARD,8941.42,6090.44
CUS0000505,STANDARD,14283.53,3782.93
CUS0000506,PREMIUM,9034.9,5341.65
CUS0000507,STANDARD,10093.85,2571.16
CUS0000508,STANDARD,11299.45,5040.54
CUS0000509,STANDARD,8863.42,2691.59
CUS0000510,STANDARD,7247.82,9964.01
CUS0000511,STANDARD,13830.7,4962.88
CUS0000512,STANDARD,12939.57,4575.22
CUS0000513,PREMIUM,7231.56,969.13
CUS0000514,STANDARD,12837.3,3263.92
CUS0000515,STANDARD,1909.15,5467.5
CUS0000516,PREMIUM,12919.07,7146.91
CUS0000517,PREMIUM,9927.8,7957.59
CUS0000518,STANDARD,2699.07,2089.71
CUS0000519,STANDARD,12065.22,360.21
CUS0000520,STANDARD,6164.76,8056.25
CUS0000521,STANDARD,9567.28,953.53
CUS0000522,STANDARD,14994.33,7216.81
CUS0000523,STANDARD,11768.3,8251.06
CUS0000524,STANDARD,14613.32,6459.15
CUS0000525,STANDARD,10521.53,3510.7
CUS0000526,PREMIUM,11923.68,6433.96
CUS0000527,STANDARD,14527.7,4382.92
CUS0000528,PREMIUM,1775.78,1329.2
CUS0000529,STANDARD,3305.2,3294.34
CUS0000530,PREMIUM,5844.32,9414.95
CUS0000531,PREMIUM,12843.07,2580.99
CUS0000532,STANDARD,8711.78,1339.19
CUS0000533,STANDARD,8468.69,5075.47
CUS0000534,STANDARD,14182.5,1626.52
CUS0000535,STANDARD,11088.86,6090.88
CUS0000536,PREMIUM,8890.65,8269.84
CUS0000537,STANDARD,1636.47,6450.39
CUS0000538,STANDARD,10115.82,7692.89
CUS0000539,STANDARD,9945.88,5030.58
CUS0000540,STANDARD,5055.4,9570.84
CUS0000541,STANDARD,12265.63,6881.41
CUS0000542,STANDARD,2021.62,693.14
CUS0000543,STANDARD,7779.52,2119.83
CUS0000544,STANDARD,5376.15,7211.79
CUS0000545,PREMIUM,13050.88,9756.2
CUS0000546,STANDARD,6187.56,5660.35
CUS0000547,STANDARD,7530.62,2747.97
CUS0000548,STANDARD,2355.36,2973.1
CUS0000549,STANDARD,9615.28,2557.88
CUS0000550,PREMIUM,3235.8,3341.61
CUS0000551,STANDARD,5378.01,7654.9
CUS0000552,STANDARD,8206.15,5037.72
CUS0000553,STANDARD,1324.47,9457.8
CUS0000554,STANDARD,14533.61,2229.93
CUS0000555,STANDARD,1707.57,4999.45
CUS0000556,PREMIUM,10159.64,4758.81
CUS0000557,STANDARD,12860.41,4366.18
CUS0000558,PREMIUM,11185.11,7662.18
CUS0000559,STANDARD,6608.14,5745.79
CUS0000560,STANDARD,8745.12,827.96
CUS0000561,STANDARD,11701.66,2869.23
CUS0000562,PREMIUM,10525.58,1276.23
CUS0000563,PREMIUM,6514.65,7969.48
CUS0000564,STANDARD,14145.28,7574.16
CUS0000565,STANDARD,8127.72,5050.77
CUS0000566,STANDARD,2918.51,3397.1
CUS0000567,STANDARD,7397.84,6101.98
CUS0000568,STANDARD,5591.52,6169.37
CUS0000569,STANDARD,14868.62,7419.26
CUS0000570,STANDARD,5709.23,8300.06
CUS0000571,STANDARD,10922.36,3067.93
CUS0000572,PREMIUM,6157.01,6770.68
CUS0000573,PREMIUM,9171.83,7987.87
CUS0000574,PREMIUM,10632.61,363.81
CUS0000575,STANDARD,14538.99,7850.75
CUS0000576,PREMIUM,9086.88,7241.86
CUS0000577,STANDARD,3387.17,6327.35
CUS0000578,STANDARD,12776.34,1562.98
CUS0000579,STANDARD,1441.99,9487.23
CUS0000580,STANDARD,1265.12,3205.56
CUS0000581,STANDARD,10667.0,4162.74
CUS0000582,PREMIUM,13887.29,8740.9
CUS0000583,PREMIUM,1871.94,1467.02
CUS0000584,STANDARD,5550.69,6656.05
CUS0000585,STANDARD,5392.54,1814.51
CUS0000586,PREMIUM,5792.58,3607.44
CUS0000587,PREMIUM,11092.94,6468.76
CUS0000588,STANDARD,9541.07,2003.42
CUS0000589,STANDARD,8813.21,2326.18
CUS0000590,PREMIUM,5166.6,2961.14
CUS0000591,STANDARD,10869.84,3238.7
CUS0000592,STANDARD,14071.81,7974.51
CUS0000593,STANDARD,2706.24,6798.56
CUS0000594,STANDARD,14722.25,8201.94
CUS0000595,PREMIUM,12264.62,2975.48
CUS0000596,STANDARD,10997.98,3529.0
CUS0000597,STANDARD,4590.22,4842.88
CUS0000598,STANDARD,8540.09,9336.94
