ORDER_ID,START_DATE,END_DATE,MIN_AMOUNT,MAX_AMOUNT,ORDER_AMOUNT,CUSTOMER_NAME
ORD0000021,2028-10-23,2026-07-03,3072.64,1679.02,2264.75,N64KFS6VFPTOMJBCP4E30MY5ZP
ORD0000022,2021-08-27,2027-05-11,3469.35,4474.03,4316.16,1OL73D9P
ORD0000023,2030-04-15,2029-07-06,694.66,753.36,2376.75,9U26192K42QPR75PR2ESP
ORD0000024,2023-01-17,2023-10-07,1666.58,2746.75,778.03,YJNE00V830DN
ORD0000025,2029-05-04,2024-09-16,2008.44,3872.0,4735.7,Y4AWT
ORD0000026,2028-06-13,2024-05-16,4281.89,4771.81,2153.2,8O5OR15BYVZK3I8BZBF1I3LDQYUN
ORD0000027,2025-02-05,2023-08-31,1753.75,4410.24,1463.46,QF4B8DWOECBPMBJPI4
ORD0000028,2027-07-05,2021-04-13,2863.45,1168.03,3527.38,XKHKTGBTYZMEPGTHCW81XE6VA05G1
ORD0000029,2030-10-10,2024-01-23,3214.37,4160.67,3565.81,L7R8431RUPFR2P3YVB
ORD0000030,2025-07-17,2029-07-17,1692.57,2488.99,1838.64,VRR9A7MFP059P
ORD0000031,2027-09-29,2025-05-04,3264.92,2505.02,3985.37,SOZPTX4
ORD0000032,2026-03-17,2025-12-14,1784.41,4983.49,2796.9,3RTQOHMUH8LMN4R7
ORD0000033,2026-09-10,2023-03-05,4904.5,4179.88,1551.61,LTA8IRCD9SI5GAS4
ORD0000034,2025-05-14,2024-12-09,1769.46,4830.94,1337.14,HEZ5EDJJTFPH90O7Y22T
ORD0000035,2029-08-24,2026-08-07,4951.15,1596.36,3143.03,GNNQFKPL9EKA024SCOSS3EOQ
ORD0000036,2028-10-31,2028-11-14,3162.78,3339.8,4674.98,H8OJRJEDKTS2H3TZR6
ORD0000037,2026-01-20,2025-07-15,2245.02,3030.38,4458.17,UQBFOBRCL472RL15F4W0VUGKV05S
ORD0000038,2027-06-06,2030-08-07,2062.22,3826.45,279.82,UQUHZ6A
ORD0000039,2027-05-17,2029-09-30,2758.71,2124.91,1019.15,52DNR9IS25HBPKT9
ORD0000040,2020-02-26,2026-03-12,2099.15,1201.03,4222.89,3HJ5S6R0
ORD0000041,2029-05-12,2025-05-30,4903.2,1294.28,2801.2,M6IER0V6RAST5J284
ORD0000042,2023-11-14,2023-09-23,2804.4,2762.81,2331.19,MPYO0CU4YYJ5CI6
ORD0000043,2030-10-29,2026-08-14,1726.77,591.79,4240.69,73AJ0JE4
ORD0000044,2028-10-06,2030-11-13,1398.61,3153.97,2047.67,V8YU58C
ORD0000045,2026-12-04,2020-10-07,1250.37,3453.56,1508.16,F1GG2KTBCUDS
ORD0000046,2024-01-08,2024-03-15,2210.37,1296.57,2119.05,LKLFYP5JO3Q3QA3S8KE2WT1Q3T
ORD0000047,2022-03-26,2024-04-24,4281.34,622.6,1968.69,SSBZRAD5SOWOMQIG
ORD0000048,2030-02-17,2027-01-14,3267.07,1613.77,2260.03,XIFSU0LMI8X76RKQ4SVH3EJ
ORD0000049,2028-06-16,2030-11-02,1205.51,3413.99,3404.59,9XFZAQ8H3XQYXGO4B
ORD0000050,2026-12-12,2029-11-30,4721.53,1707.23,3089.4,E3T0HICCT5HGP8IY3X80J0G50
ORD0000051,2030-07-13,2030-09-02,1470.73,3482.38,1164.62,PXGX8WDZRMH3FNBDVPI
ORD0000052,2028-10-28,2026-05-01,1105.51,4166.11,2815.62,NOVJARJI8QLHBIAWPUBLQDI
ORD0000053,2028-04-26,2024-09-20,2677.82,3753.76,2433.61,X6G26OC7T3BD4Z1G52EFUJEIR9UY7
ORD0000054,2023-04-22,2025-02-01,2577.2,2207.98,3986.17,9N12O0V3
ORD0000055,2024-06-21,2024-08-30,3675.1,1631.49,1631.37,XJ4EFFF1GXI9D
ORD0000056,2026-07-30,2030-09-23,2851.77,1715.27,698.93,1DSTWG6NJ4OGW9XH
ORD0000057,2028-07-20,2023-02-15,2913.09,4055.38,4241.26,9BRBLRTVWALJZEJBF7NY03VKXTUFD
ORD0000058,2021-09-29,2021-10-06,3796.74,343.84,499.75,1520RN6HW1HS57TCOZD
ORD0000059,2020-02-01,2022-04-17,1576.95,1135.05,772.45,SUHA51LIY8O69
ORD0000060,2029-05-06,2027-06-29,4050.38,453.17,4322.65,1B3EU1
ORD0000061,2026-06-06,2024-07-14,3576.54,2146.7,664.35,UK3XF
ORD0000062,2024-11-23,2029-06-21,618.73,2234.81,2062.2,ZTVOVKE
ORD0000063,2025-09-21,2027-02-06,658.73,2598.77,4539.02,WJPGJQMLJEL532UU
ORD0000064,2021-09-10,2024-12-06,434.6,2266.82,1583.82,DW6ET32CDXSEF
ORD0000065,2026-11-24,2026-08-30,2584.63,2367.29,2816.15,C2MU46JD2GVF6LCP2277KXXSY0VDVE
ORD0000066,2023-09-12,2021-01-22,2834.02,1994.16,1334.78,JVFJWTZIFT9YVI7F16XBXTLNV5
ORD0000067,2022-02-25,2022-07-16,4999.89,859.23,1549.38,G687CVIYJKLK2C0XP2S2O8PT4MX23S
ORD0000068,2028-09-22,2024-04-13,2564.24,2151.44,894.09,IQD4X9G7HSF
ORD0000069,2028-07-22,2021-10-18,1436.68,4536.0,822.01,FO2WB0DZ6XPYFXOBUG
ORD0000070,2029-05-30,2028-01-06,3284.81,3977.77,774.24,4I42AFBQNJ971H
ORD0000071,2028-09-14,2023-03-26,1264.44,697.06,1268.35,3EH58B6PJS1AWP0LF7XE78669
ORD0000072,2020-03-24,2024-05-18,4379.32,313.32,1995.72,QBWEWPGVICW8VL34
ORD0000073,2027-01-31,2022-01-16,4076.34,409.19,3903.33,CSMCMCUT6Z84QCMSWDV
ORD0000074,2023-01-24,2021-05-24,4016.78,2241.06,2060.11,YVL55X7RF1F1L8SUGFU
ORD0000075,2027-05-31,2023-04-25,1601.83,3052.85,2187.97,2W2CW1RDEZX6KBJ2CIEPXXYCJ2X
ORD0000076,2024-03-03,2024-12-23,3839.11,2912.22,2694.35,URPHBL57Y9HQQ2NS5
ORD0000077,2022-03-30,2021-05-17,765.07,462.85,946.02,2FUWE98STKLX6OHMIP5BX9X39IF
ORD0000078,2020-09-26,2023-06-20,2050.98,3612.97,2445.46,0EIUE237WI9LI16DH7
ORD0000079,2021-09-18,2023-05-30,906.82,1681.04,3575.73,7SFQM9RIT8F6KJKV
ORD0000080,2029-06-13,2030-05-12,2861.73,4143.66,239.03,QN0B58
ORD0000081,2023-04-01,2027-03-14,4787.59,2466.43,4042.97,ZT3EDK2043NVJUUWZIX69GUP3H
ORD0000082,2022-12-31,2025-01-15,1314.8,574.38,1522.04,0PKUUMK5635T5BFZ6
ORD0000083,2025-02-15,2030-11-03,1279.57,2958.39,338.42,54S8AG1IQXZXCZ
ORD0000084,2020-07-28,2026-05-24,2852.9,1876.37,1514.15,629RHIGZXV9XJM6Z6
ORD0000085,2020-06-13,2020-07-04,290.68,3596.6,4039.43,3J6IUUKZTV6685T4BXVH0
ORD0000086,2026-07-18,2023-06-14,4004.1,3654.09,3471.41,4QOD4
ORD0000087,2021-11-29,2025-11-17,3182.22,3136.71,4221.72,PCHMB2U0J
ORD0000088,2024-08-18,2027-09-29,1099.07,2558.92,3096.24,DI7N9U47YUL38V8WQ4MP
ORD0000089,2023-02-16,2026-04-04,1562.65,4713.28,4913.08,SN5U4W9RSH8YZWJSCSFW2Q4NM8R9R
ORD0000090,2021-07-16,2021-03-23,3116.82,2975.47,1288.04,7OODG0V4GIA9K044MSUSDFO8CL
ORD0000091,2024-09-07,2029-11-22,4204.26,4676.22,278.07,5LSCATGVS3875I63R
ORD0000092,2022-02-28,2029-01-25,651.97,896.22,2348.68,LAVSMLZ16UFZG
ORD0000093,2022-01-26,2021-07-29,2439.53,4685.54,133.47,P2RVTAQXPDH3TKZ6T
ORD0000094,2027-09-28,2021-04-25,3229.69,4709.11,1900.97,OI4J3X0948NP
ORD0000095,2027-08-18,2028-06-18,3019.49,3958.12,2674.98,XEHD96M8JKU72HN5F62D3
ORD0000096,2021-06-24,2025-10-03,2135.58,2863.16,2838.11,TBZQANEC1WE8DE4CS0LI0XY2YY
ORD0000097,2020-11-24,2027-08-28,4824.31,4385.31,751.65,HL8Z7IOABT3818YO
ORD0000098,2022-10-10,2025-03-01,1796.18,1450.68,4693.31,HC0BPNEGC2DPCZ2O8NDI6SOUUPTJ
ORD0000099,2027-05-28,2025-11-05,1183.11,1572.45,398.69,L195DWY7U00JTYL84POTJ3D
ORD0000100,2026-04-22,2024-08-17,4842.15,2830.71,757.05,QNVF2XF8MDRY
ORD0000101,2027-07-22,2026-10-13,3054.32,4380.74,1022.0,9N4NVTANMH4PNZP9USY38WTQX653G
ORD0000102,2029-01-01,2028-02-07,2400.5,4214.68,4580.22,U0COJBQ90SJMVOYP
ORD0000103,2025-08-07,2026-03-05,3307.58,3455.75,1360.9,53KWKI85L8D7CEDA0IOE
ORD0000104,2027-12-06,2021-09-10,144.79,2578.09,1928.68,45BA890AB7R8SB61LGG7JPM7
ORD0000105,2022-10-30,2029-02-21,1836.76,3995.19,487.19,3POTFCFZYY94DAKF5
ORD0000106,2029-06-24,2024-11-12,3260.05,1723.23,4888.91,7CON4RCE
ORD0000107,2027-09-04,2030-05-19,1473.83,2760.85,3324.74,UBNJZETKPY
ORD0000108,2027-08-05,2030-01-20,2748.76,1980.85,3724.75,F6WDG1OEVZUBR25OW9Y1LYFSPEFRJY
ORD0000109,2027-12-25,2028-10-15,3206.11,3724.31,1651.72,FAT2XRGI
ORD0000110,2020-12-23,2022-02-06,2211.8,2829.23,2610.96,BFW9FUYA
ORD0000111,2023-04-10,2024-08-21,2000.22,515.03,4515.57,7KYKIRTR5JEK
ORD0000112,2024-11-15,2023-02-04,2163.4,2472.73,476.91,P5M3GITAZVYV2
ORD0000113,2023-10-03,2024-10-29,4095.83,4311.59,4873.7,TUM4ULZUS
ORD0000114,2028-03-29,2027-10-17,3201.22,4842.04,3931.67,YRZXHM8L9B3N2SE
ORD0000115,2029-03-08,2029-07-04,3998.72,2104.79,2546.59,TPQJ1YE24Z8608CX8FGPWKCZV
ORD0000116,2030-10-30,2028-12-05,2209.23,151.68,1367.82,79O2XZ36JWB4GS0FHJWTV
ORD0000117,2025-02-08,2028-10-17,1113.65,2466.34,2433.2,2UETCHBVGKP7L9KV913
ORD0000118,2022-08-07,2028-12-11,2084.73,1003.81,3238.35,ZBM21YANNREG8LXUM3
ORD0000119,2021-04-11,2022-12-10,3386.44,2498.47,4832.99,YZHWW3LTFIUHPTH
ORD0000120,2022-01-19,2024-03-09,3497.84,2603.04,2149.37,Y1L58L9K5
ORD0000121,2023-03-29,2021-07-28,1016.78,4225.73,3135.11,A5IMY96505025KFB
ORD0000122,2028-12-03,2028-07-14,1180.59,260.21,1201.73,K3596HHR8X8C28
ORD0000123,2022-06-14,2024-10-07,601.84,4167.35,3781.59,C2QWF2HPNW1KIN
ORD0000124,2029-02-14,2022-04-27,4046.66,2893.36,2708.18,8KUSSR6GI0DRIIPJUPZ5JR0Y
ORD0000125,2025-01-25,2020-11-05,3204.78,4412.61,556.16,RX35UAF3WE8ZN1N5RUSV9
ORD0000126,2026-06-25,2021-06-18,2874.1,2478.16,1784.32,DCG3BHK23A1MITKRFXQFXKDZTO
ORD0000127,2024-10-24,2027-05-08,546.88,566.4,1145.76,IO72AAV
ORD0000128,2029-02-28,2021-05-08,4941.96,2169.34,747.66,OYFGGUX
ORD0000129,2029-11-17,2023-05-10,771.93,3889.96,3790.47,JE7AK2WNJ
ORD0000130,2030-04-25,2024-08-13,3118.77,2267.68,1164.5,IHYW1UIP
ORD0000131,2023-02-08,2027-03-25,512.82,2811.64,3040.04,SBTN76MZSDP5YHP5E7AXUIY0
ORD0000132,2024-02-05,2026-02-15,3446.42,3837.36,4776.82,EBEAQNCDZ6S601ZF88JRFTF6NJ8UZ
ORD0000133,2026-07-30,2027-02-11,3839.8,3284.21,3251.46,1PDPF1H3DTLHAI
ORD0000134,2027-11-13,2020-02-16,902.78,4769.78,2662.73,QKXIRHBV1R7EQE536XD5KXKQGHO6AC
ORD0000135,2029-08-18,2029-09-04,160.21,325.31,1883.48,LC90OUP0U
ORD0000136,2023-01-16,2029-04-06,481.65,1926.76,2560.0,LO7CZE
ORD0000137,2029-11-01,2025-03-20,4343.56,3890.28,1622.42,93AXMST
ORD0000138,2028-04-17,2026-12-25,1288.66,1904.54,4862.1,M8PJA0BO8WAVAYTGN7P05DJRFCO70
ORD0000139,2027-11-10,2030-01-16,1925.21,4875.32,516.02,6IZED1IP
ORD0000140,2023-04-09,2022-12-05,4269.48,4637.61,2025.47,UU2ROEMIGJGK23U0H8WN2T3QHFKT
ORD0000141,2029-04-07,2027-11-26,3514.7,297.62,4196.03,JFPWZ6DTQLBZ299
ORD0000142,2022-10-20,2021-01-22,2364.01,4039.09,784.99,DOIMZ
ORD0000143,2024-03-04,2027-09-12,3188.46,3258.96,2953.39,EBEM2IFVHC3DK
ORD0000144,2030-05-13,2026-06-08,2222.47,3649.71,2531.02,1LWNLRR2JCPS5094D
ORD0000145,2020-12-25,2023-02-19,1976.77,2154.25,3249.0,7P8BYW485W6UYRLBUOBRD47WOKGPPR
ORD0000146,2025-12-25,2029-02-25,3977.06,3711.59,3843.84,YWLLPUWBWJM5
ORD0000147,2026-01-29,2023-06-19,960.23,286.02,375.22,OB74AVMIVLUDBJJH7XEXZGVT
ORD0000148,2023-08-14,2021-07-12,4881.72,3688.52,2240.66,5UL9WOLYTSILAZCLUOG5JVEPW
ORD0000149,2023-08-01,2021-11-18,3217.32,4819.09,4126.14,V2AQNPEWQGADY20K05YW8YG4OK
ORD0000150,2025-01-22,2020-10-28,4016.05,263.72,198.38,GEVKYKE9FV4B1
ORD0000151,2030-07-27,2027-05-01,908.49,4459.79,869.81,VNM098QS
ORD0000152,2023-05-03,2022-08-30,569.99,2025.22,2793.35,JDXA1FS4MGBNKSF4HTZ4
ORD0000153,2025-06-26,2030-01-13,3339.1,546.57,2766.22,XYXL2CQ23Q
ORD0000154,2022-07-15,2029-05-21,1415.95,402.03,3785.95,GFW80O9DY7084P4TFZC67JH2LK
ORD0000155,2030-11-25,2022-05-17,4061.46,718.31,2174.54,1MJQUEFY9Z9UR73A70H0JJGGGS
ORD0000156,2029-09-23,2026-01-02,4412.67,4401.68,1394.27,54CLRZJZCZVPD4RXBVTTR5GOI
ORD0000157,2023-05-15,2030-12-04,3744.25,3892.75,1672.25,0FM2N057XD6KET6ZI7BLMMDPC3DX
ORD0000158,2027-11-26,2022-03-26,1442.49,4135.18,2575.12,HBPX52L49WWKQFSBYDKNOONR0
ORD0000159,2025-10-03,2020-03-23,4336.69,4838.98,3442.78,ILAOQTR1YW3QN3T7ZGA6
ORD0000160,2027-06-06,2030-11-02,4232.09,1933.73,3271.98,STG4EVRURQTMJ7PDZUIB5SQ0
ORD0000161,2024-07-15,2024-05-09,3709.99,2956.82,4974.29,VO84W6TK9LS
ORD0000162,2021-02-03,2025-04-12,726.93,1367.39,4060.88,LVFOWOT0VXQS3H4DE4M6HY7T0DJIM
ORD0000163,2023-11-04,2024-08-03,4937.24,4474.94,4934.58,ULF5VLUDA
ORD0000164,2025-01-25,2023-01-25,1125.97,3890.36,2923.77,5FI11Z14YA
ORD0000165,2020-06-03,2025-12-26,1077.13,1928.2,168.98,7MBAPOWTIGY6TKE
ORD0000166,2029-03-28,2020-07-06,1561.19,1525.06,3666.38,7V1IV5WMKZBOOINB6KHXCYQ8
ORD0000167,2026-12-27,2020-07-18,3010.23,335.01,629.76,DH02Y
ORD0000168,2021-05-21,2026-02-19,1338.42,3539.15,1106.93,AT0G7RI0G6HSHG5MMQ7MW0SKC9
ORD0000169,2025-07-26,2030-03-17,1117.7,4672.31,1719.96,AFH5J
ORD0000170,2030-08-24,2021-01-03,3919.68,467.74,3645.52,O3SQ3DGLCSXU1
ORD0000171,2028-04-13,2021-04-19,565.49,3815.2,324.86,KVW2RFXVL
ORD0000172,2021-04-11,2024-06-29,2061.23,2337.04,4194.97,40KHIDKG042LYWBI45H02CEQUA7
ORD0000173,2028-08-09,2028-05-03,2925.58,2868.56,4891.69,V77G1P4WYJ9DAK645KE5UPVRD6
ORD0000174,2022-07-01,2026-03-04,3252.25,2076.06,1251.5,22F52UH5BGZ0C99AFT6
ORD0000175,2026-04-22,2022-04-27,3307.52,2335.42,1770.19,O3V94X
ORD0000176,2028-01-11,2025-01-27,658.71,3820.67,1186.56,WS97XGCK5I0GQMM
ORD0000177,2021-05-09,2030-06-07,4275.75,1156.39,4140.32,VG0CH236I5A
ORD0000178,2025-12-12,2028-04-03,338.0,4683.01,4210.2,6LLIGYU6Y0PRZVS2II06
ORD0000179,2023-05-09,2029-06-15,3537.32,4317.47,3588.18,NMNSWIL68UHW9408S1A7GB
ORD0000180,2024-04-09,2021-08-18,360.02,377.36,1408.19,KSQJDSN8CW2G9O9YP6SDYY0U9DAQM2
ORD0000181,2029-04-22,2022-07-12,4566.28,3552.68,3273.4,8MMS2LELL6HYC1R9QIKQAV3JCJUDT
ORD0000182,2025-07-02,2028-11-09,2906.12,1854.62,3941.75,7OL7E6K088ZFWON
ORD0000183,2027-06-10,2023-09-21,1722.23,1538.51,4756.51,749AHW2PPCUYHYQ8SB7X6625
ORD0000184,2020-06-28,2023-04-29,4501.58,1043.31,2618.08,K88AENN1
ORD0000185,2029-05-15,2021-03-01,1107.34,4160.87,4405.32,1EJB3VCFEDLQ9EOQ0Y2Z1UBYH8AE
ORD0000186,2028-06-23,2028-05-13,2969.48,3534.32,455.69,GSTFS2YZB4K8OIZ8SJTXA
ORD0000187,2026-03-17,2029-10-23,2819.84,703.85,124.65,Z89FTNWN06JKLOQMHLD939ES
ORD0000188,2027-07-14,2020-10-02,1328.37,1067.35,2944.92,WIPGSEMU52VTJXU
ORD0000189,2030-10-01,2024-10-20,926.33,1634.75,3949.73,1RXIV432WT59GLFRI8MQEEB6BZN
ORD0000190,2030-03-01,2020-05-30,2802.81,2763.0,4993.77,JXZOSI366FZX6APK6I2K
ORD0000191,2022-01-03,2026-05-08,4748.69,3331.13,4841.9,4WCO5OEQXOCN7XY43CCUG7RQ8LYY
ORD0000192,2024-02-05,2026-08-04,3301.35,4193.8,2631.65,O7ZWW54A6I2KOE6RN
ORD0000193,2021-09-07,2022-02-04,871.05,3049.9,4103.08,O0VH444NK0BPCIKI6CJDKQL7ZB
ORD0000194,2029-11-07,2028-01-26,3667.07,4124.39,4741.54,244KO0JL6QK
ORD0000195,2028-02-14,2027-09-09,1779.09,2322.0,2993.92,YYIGBM760JGL
ORD0000196,2025-05-03,2030-02-09,3112.27,291.28,3940.95,HF4I8A170XC71O4YWG1IQ
ORD0000197,2025-05-08,2028-08-02,1239.31,4309.36,1488.01,0QMAA7H7AYNU0XGJ1QQ81X
ORD0000198,2026-11-11,2023-02-02,4959.81,2047.53,1098.1,94LX994QTWZIHO2KGN6ZV9
ORD0000199,2026-11-20,2027-10-26,3454.37,355.06,2006.61,AFJ41FEQOXFCYZ7SDL52AM7SM
ORD0000200,2020-05-17,2028-10-16,3037.62,2627.49,1235.19,CXPAKFRZWZ
ORD0000201,2024-07-18,2026-07-28,1081.52,175.3,3547.75,9S9WWRO
ORD0000202,2026-10-19,2030-10-19,1053.17,4655.6,2917.04,L06G9E6SVH6Q8
ORD0000203,2029-02-12,2028-11-23,2916.98,3501.54,4833.67,4PV33B4HQEYOOU0W78AQPSF
ORD0000204,2024-06-22,2027-07-22,3769.06,1775.77,2817.3,4UWNRLM5MP
ORD0000205,2028-03-31,2022-09-18,4376.44,1113.22,1093.56,WJGHF5A8C4XU
ORD0000206,2025-07-09,2030-01-26,4928.27,4495.3,4356.97,L6RZOID7148C6WZL3H73
ORD0000207,2023-07-16,2027-09-24,141.25,3403.1,1959.2,UXQL9QPR
ORD0000208,2025-04-14,2030-10-01,3104.11,1893.03,2543.97,0XXZR2LIOGR
ORD0000209,2029-01-06,2022-08-23,2821.17,4295.91,1060.71,J4AL05I78U5TQ9DZGKDNQ4G2VQXX99
ORD0000210,2030-06-13,2029-01-30,1362.8,197.19,694.06,M8LSWU652FYS3JKV0ZEFKVOUUS
ORD0000211,2027-12-19,2022-12-31,3066.39,2037.73,4449.69,X720KLBIPQFNKZGGE49DBZ7FGQJFY
ORD0000212,2023-06-21,2022-07-28,1312.24,1492.46,3169.76,7KBCWU438
ORD0000213,2030-06-26,2023-01-20,2787.87,762.06,4747.58,L3178TW48OF2TX0QJTAA7I
ORD0000214,2023-11-09,2023-03-20,2399.07,140.75,4618.23,4TA1SOA9XM091ZPKYYOQF1P7RS8R0
ORD0000215,2022-02-09,2029-07-27,435.47,769.46,640.75,2R5MUBJD8BLGSRI2AOF
ORD0000216,2021-09-09,2020-03-01,2518.54,1775.37,1626.73,5X3CVFJDRZE84LMQYAHPY2PCM3G7N4
ORD0000217,2024-05-12,2027-08-23,4809.95,4687.45,877.2,C97HQ4TMXDNHP1UAKRHZPAC4JXFP
ORD0000218,2021-10-07,2025-08-09,547.87,3131.36,4661.16,DDWJ8GI5OU9W2MBYWIQC529S85ML8
ORD0000219,2023-11-25,2023-08-18,3688.77,1449.09,4173.61,KE7J2SQ8X3A6YLBXPUE8YM
ORD0000220,2025-11-16,2027-08-30,2537.99,2802.19,3103.89,0UHG7ECILCMG5MG
ORD0000221,2020-05-10,2026-05-27,3244.58,2004.13,2500.56,QDXOEAN5F3DX90XDR7CETEN7
ORD0000222,2021-02-01,2021-02-18,3653.34,2705.14,1028.36,PL990GW31GKL9Z6VK82WU
ORD0000223,2026-03-03,2023-08-22,4239.78,2120.48,3202.88,UP8NY9QX22ZACSB7ITATONUBR969
ORD0000224,2026-05-26,2030-05-20,2900.9,562.01,2355.81,IQXPOQTFZ
ORD0000225,2026-05-19,2030-04-17,1165.44,478.29,1690.99,L5GTCYFDVW10HOAYDT7C
ORD0000226,2023-07-31,2026-01-20,2868.07,1701.47,3519.07,DZ26FO1SZ
ORD0000227,2021-08-29,2021-06-25,1747.22,2431.69,3752.04,ZQFZ61II49M5ZM97PPER1U
ORD0000228,2027-09-05,2030-05-13,2922.49,651.4,2126.55,WMUWBTKW2J2COMXJ
ORD0000229,2028-06-30,2028-03-02,4278.54,650.62,367.24,JSAVHT24BVN8NN87Q94JBY7C
ORD0000230,2022-11-12,2021-11-28,394.54,1083.41,3512.98,D3AEYRXGBSYOY
ORD0000231,2025-09-13,2030-12-14,3577.48,4528.97,2474.84,8FLM639BCP7TV5ZKBWWWTP6R
ORD0000232,2029-02-07,2020-09-10,3166.38,4405.52,4462.97,9ROJV
ORD0000233,2030-01-22,2024-05-28,3318.97,530.2,1972.81,O0PJ1TV28INI8MIT7I1JKUE98H
ORD0000234,2022-01-24,2023-07-24,4213.66,813.06,244.47,00T2RJMGILBROOO
ORD0000235,2027-09-16,2020-04-16,1860.38,3471.89,2435.35,4XLY54IKMOC0AR0OMNEL2
ORD0000236,2029-09-21,2026-12-02,2500.72,1691.99,2341.97,1ZCYUZ87C7G2
ORD0000237,2025-02-14,2029-04-10,4401.06,4401.12,1304.04,ZC9Y7DMS2ZTS3K1SD7J32F
ORD0000238,2028-02-07,2025-08-12,654.54,3915.78,4695.43,8IZ0U2BL3M3FQUKHFH2XF7Y6KY9
ORD0000239,2024-04-07,2020-06-28,3864.48,4570.04,2870.91,JKJLD0TT2SLHIMAQA3558A5PN4
ORD0000240,2025-02-01,2024-08-06,2265.19,3045.96,132.21,R9NDLJDWCJCTVFDG0LKS9L
ORD0000241,2030-11-01,2025-02-08,3771.74,1864.92,275.62,TUXYE19ES4IHRV707NNDG7F4S1UQ7
ORD0000242,2026-06-13,2026-12-27,1833.88,735.59,2856.91,55LOSMAHB3HN00CVW9NAM
ORD0000243,2027-09-27,2023-02-27,1346.65,432.4,1571.39,UAHVVZBLMVV44CI4J38V30
ORD0000244,2030-05-28,2028-04-29,374.51,2653.26,2868.22,U98BNVWEJRBVY8KYLHTUCR0F5P
ORD0000245,2024-03-02,2025-01-25,4164.34,1582.88,2672.99,HXCMF26B46
ORD0000246,2021-09-23,2022-02-18,1766.57,2469.01,4382.01,UJG7INC3Y7HATC
ORD0000247,2027-09-15,2029-07-05,3012.01,526.67,2387.69,G7TBTN
ORD0000248,2023-08-07,2022-04-01,1043.47,1455.58,1663.83,HRJKRHA96GN8W9URJSP
ORD0000249,2021-12-02,2020-10-18,1625.75,4471.99,2748.83,IB4DGY
ORD0000250,2020-08-08,2020-12-18,2189.68,977.02,3020.99,2WTVM8F3IF3G3T34OOJQXZL
ORD0000251,2027-11-05,2030-04-15,3359.39,3965.02,4423.78,5BE4HW43KSWI6GZGU9E
ORD0000252,2028-11-19,2023-05-22,2710.45,2064.0,2125.87,P9K4YEVN11V8PLE5H3U9G2LT
ORD0000253,2030-09-20,2024-07-20,441.08,632.85,4088.93,YU5DFNIAJJ28SY2MNUTT1WFA6ZISD
ORD0000254,2024-02-21,2030-02-07,2789.54,360.32,3546.44,HSBP1ZUYZY18NL4I
ORD0000255,2022-02-09,2026-03-25,1984.52,4629.96,4215.82,SIIAEBJ51
ORD0000256,2030-12-07,2021-07-10,514.85,3246.99,2137.69,1L36192YWOL1A5P6R08
ORD0000257,2026-06-18,2024-02-12,263.96,285.54,2468.01,H4FJ7R37F7FP4E8T
ORD0000258,2026-11-16,2020-08-04,4527.57,2721.66,152.84,64V0WSSKCTQD4KDSBS5
ORD0000259,2020-12-03,2021-06-03,2577.42,4272.08,1461.46,RRQAHLJ2X
