ORDER_ID,CUSTOMER_ID,AMOUNT
ORD0000070,CUS0000098,3429.22
ORD0000071,CUS0000014,1753.99
ORD0000072,CUS0000039,8733.35
ORD0000073,CUS0000065,1257.04
ORD0000074,CUS0000020,4991.31
ORD0000075,CUS0000021,6315.03
ORD0000076,CUS0000100,9379.47
ORD0000077,CUS0000001,1237.99
ORD0000078,CUS0000063,137.01
ORD0000079,CUS0000047,1769.57
ORD0000080,CUS0000040,3915.62
ORD0000081,CUS0000031,1768.22
ORD0000082,CUS0000011,262.74
ORD0000083,CUS0000063,1650.44
ORD0000084,CUS0000098,6261.65
ORD0000085,CUS0000017,3027.13
ORD0000086,CUS0000061,1899.01
ORD0000087,CUS0000022,603.61
ORD0000088,CUS0000078,903.96
ORD0000089,CUS0000028,1864.94
ORD0000090,CUS0000097,7839.45
ORD0000091,CUS0000026,7703.59
ORD0000092,CUS0000052,9961.19
ORD0000093,CUS0000084,4987.36
ORD0000094,CUS0000067,957.82
ORD0000095,CUS0000032,526.92
ORD0000096,CUS0000044,2168.27
ORD0000097,CUS0000071,3840.92
ORD0000098,CUS0000029,2057.53
ORD0000099,CUS0000091,7048.82
ORD0000100,CUS0000030,2539.2
ORD0000101,CUS0000005,8877.08
ORD0000102,CUS0000010,6113.25
ORD0000103,CUS0000036,1371.06
ORD0000104,CUS0000028,1124.54
ORD0000105,CUS0000093,9484.11
ORD0000106,CUS0000074,6609.69
ORD0000107,CUS0000032,1590.78
ORD0000108,CUS0000053,461.78
ORD0000109,CUS0000013,7271.86
ORD0000110,CUS0000046,904.8
ORD0000111,CUS0000060,1741.29
ORD0000112,CUS0000007,1379.39
ORD0000113,CUS0000083,286.99
ORD0000114,CUS0000052,7825.71
ORD0000115,CUS0000014,572.45
ORD0000116,CUS0000025,1118.94
ORD0000117,CUS0000018,5375.05
ORD0000118,CUS0000036,978.99
ORD0000119,CUS0000010,5545.05
ORD0000120,CUS0000071,2783.27
ORD0000121,CUS0000084,9994.26
ORD0000122,CUS0000002,9751.97
ORD0000123,CUS0000097,8789.57
ORD0000124,CUS0000022,872.19
ORD0000125,CUS0000062,3709.98
ORD0000126,CUS0000052,9219.54
ORD0000127,CUS0000022,820.05
ORD0000128,CUS0000050,603.89
ORD0000129,CUS0000059,4281.99
ORD0000130,CUS0000090,9658.54
ORD0000131,CUS0000072,1357.56
ORD0000132,CUS0000063,394.11
ORD0000133,CUS0000038,513.63
ORD0000134,CUS0000008,1200.44
ORD0000135,CUS0000070,215.82
ORD0000136,CUS0000041,2457.32
ORD0000137,CUS0000075,1005.9
ORD0000138,CUS0000068,399.12
ORD0000139,CUS0000066,252.21
ORD0000140,CUS0000024,2548.17
ORD0000141,CUS0000009,7401.7
ORD0000142,CUS0000031,867.17
ORD0000143,CUS0000073,3969.72
ORD0000144,CUS0000077,2317.93
ORD0000145,CUS0000011,896.53
ORD0000146,CUS0000075,1173.93
ORD0000147,CUS0000041,9477.65
ORD0000148,CUS0000027,7357.81
ORD0000149,CUS0000041,3909.49
ORD0000150,CUS0000051,3047.03
ORD0000151,CUS0000083,669.99
ORD0000152,CUS0000041,9432.15
ORD0000153,CUS0000010,2074.52
ORD0000154,CUS0000080,1997.06
ORD0000155,CUS0000013,2586.09
ORD0000156,CUS0000028,1061.18
ORD0000157,CUS0000017,9466.08
ORD0000158,CUS0000009,9034.16
ORD0000159,CUS0000048,641.48
ORD0000160,CUS0000057,1684.12
ORD0000161,CUS0000091,4420.14
ORD0000162,CUS0000084,6231.53
ORD0000163,CUS0000086,1652.5
ORD0000164,CUS0000039,9454.05
ORD0000165,CUS0000014,1883.97
ORD0000166,CUS0000018,4115.73
ORD0000167,CUS0000014,1510.59
ORD0000168,CUS0000020,4178.79
ORD0000169,CUS0000078,500.2
ORD0000170,CUS0000044,3628.78
ORD0000171,CUS0000082,8823.3
ORD0000172,CUS0000065,1028.21
ORD0000173,CUS0000007,275.37
ORD0000174,CUS0000055,8634.78
ORD0000175,CUS0000006,106.74
ORD0000176,CUS0000099,348.56
ORD0000177,CUS0000034,407.01
ORD0000178,CUS0000057,1148.19
ORD0000179,CUS0000055,6487.25
ORD0000180,CUS0000015,242.96
ORD0000181,CUS0000089,9231.43
ORD0000182,CUS0000070,168.45
ORD0000183,CUS0000048,1206.77
ORD0000184,CUS0000019,5438.29
ORD0000185,CUS0000006,685.69
ORD0000186,CUS0000006,1807.96
ORD0000187,CUS0000027,7456.53
ORD0000188,CUS0000086,295.31
ORD0000189,CUS0000100,6479.07
ORD0000190,CUS0000053,1950.29
ORD0000191,CUS0000096,3236.43
ORD0000192,CUS0000031,1742.75
ORD0000193,CUS0000023,1774.69
ORD0000194,CUS0000004,440.79
ORD0000195,CUS0000043,1586.53
ORD0000196,CUS0000053,1624.25
ORD0000197,CUS0000095,1640.42
ORD0000198,CUS0000035,402.48
ORD0000199,CUS0000090,2864.77
ORD0000200,CUS0000005,8868.75
ORD0000201,CUS0000029,3596.58
ORD0000202,CUS0000059,4797.27
ORD0000203,CUS0000030,3783.39
ORD0000204,CUS0000085,466.95
ORD0000205,CUS0000043,629.35
ORD0000206,CUS0000009,9735.11
ORD0000207,CUS0000036,767.18
ORD0000208,CUS0000066,859.39
ORD0000209,CUS0000069,729.18
ORD0000210,CUS0000004,319.15
ORD0000211,CUS0000034,439.28
ORD0000212,CUS0000034,172.69
ORD0000213,CUS0000077,5476.51
ORD0000214,CUS0000094,1594.21
ORD0000215,CUS0000056,1251.8
ORD0000216,CUS0000066,319.73
ORD0000217,CUS0000074,3520.63
ORD0000218,CUS0000006,1446.69
ORD0000219,CUS0000001,1087.85
ORD0000220,CUS0000069,1405.03
ORD0000221,CUS0000095,1500.37
ORD0000222,CUS0000026,4913.77
ORD0000223,CUS0000009,9591.0
ORD0000224,CUS0000043,1284.0
ORD0000225,CUS0000085,1711.23
ORD0000226,CUS0000093,9200.37
ORD0000227,CUS0000065,687.64
ORD0000228,CUS0000053,719.75
ORD0000229,CUS0000090,4365.24
ORD0000230,CUS0000017,3534.72
ORD0000231,CUS0000086,1886.69
ORD0000232,CUS0000087,7985.08
ORD0000233,CUS0000023,1269.48
ORD0000234,CUS0000039,5248.6
ORD0000235,CUS0000001,677.36
ORD0000236,CUS0000027,5439.11
ORD0000237,CUS0000075,1252.66
ORD0000238,CUS0000042,5719.91
ORD0000239,CUS0000057,1383.69
ORD0000240,CUS0000066,999.05
ORD0000241,CUS0000095,422.41
ORD0000242,CUS0000011,639.19
ORD0000243,CUS0000085,1302.59
ORD0000244,CUS0000043,277.44
ORD0000245,CUS0000097,3878.95
ORD0000246,CUS0000040,3797.13
ORD0000247,CUS0000026,3178.83
ORD0000248,CUS0000006,565.2
ORD0000249,CUS0000061,1261.42
ORD0000250,CUS0000099,238.37
ORD0000251,CUS0000054,9089.1
ORD0000252,CUS0000074,3555.48
ORD0000253,CUS0000090,5071.83
ORD0000254,CUS0000052,3951.88
ORD0000255,CUS0000084,7500.98
ORD0000256,CUS0000097,8883.52
ORD0000257,CUS0000014,1579.0
ORD0000258,CUS0000029,3407.09
ORD0000259,CUS0000090,6143.66
ORD0000260,CUS0000007,1159.07
ORD0000261,CUS0000016,5651.69
ORD0000262,CUS0000060,1368.4
ORD0000263,CUS0000072,1231.36
ORD0000264,CUS0000097,9131.41
ORD0000265,CUS0000079,1648.51
ORD0000266,CUS0000065,910.81
ORD0000267,CUS0000071,5567.31
ORD0000268,CUS0000021,7949.24
ORD0000269,CUS0000061,955.13
ORD0000270,CUS0000097,3977.92
ORD0000271,CUS0000082,4218.49
ORD0000272,CUS0000100,6170.4
ORD0000273,CUS0000081,554.57
ORD0000274,CUS0000057,247.22
ORD0000275,CUS0000037,3875.95
ORD0000276,CUS0000043,707.45
ORD0000277,CUS0000070,253.1
ORD0000278,CUS0000020,3850.09
ORD0000279,CUS0000089,3222.44
ORD0000280,CUS0000028,222.03
ORD0000281,CUS0000053,728.67
ORD0000282,CUS0000060,889.97
ORD0000283,CUS0000027,8663.13
ORD0000284,CUS0000050,1819.19
ORD0000285,CUS0000075,1897.52
ORD0000286,CUS0000003,1727.79
ORD0000287,CUS0000098,6605.52
ORD0000288,CUS0000062,2047.17
ORD0000289,CUS0000046,667.36
ORD0000290,CUS0000050,1721.55
ORD0000291,CUS0000054,6305.76
ORD0000292,CUS0000095,1137.65
ORD0000293,CUS0000078,1805.84
ORD0000294,CUS0000063,516.9
ORD0000295,CUS0000056,1022.72
ORD0000296,CUS0000050,738.65
ORD0000297,CUS0000087,8385.14
ORD0000298,CUS0000093,3320.36
ORD0000299,CUS0000060,1847.13
ORD0000300,CUS0000080,1114.83
ORD0000301,CUS0000051,6735.14
ORD0000302,CUS0000085,151.49
ORD0000303,CUS0000083,914.36
ORD0000304,CUS0000060,445.29
ORD0000305,CUS0000034,820.3
ORD0000306,CUS0000028,963.93
ORD0000307,CUS0000044,8089.84
ORD0000308,CUS0000049,628.69
ORD0000309,CUS0000054,4018.17
ORD0000310,CUS0000011,993.58
ORD0000311,CUS0000096,6315.35
ORD0000312,CUS0000045,3793.78
ORD0000313,CUS0000009,8249.86
ORD0000314,CUS0000084,2322.07
ORD0000315,CUS0000004,1904.26
ORD0000316,CUS0000026,8713.83
ORD0000317,CUS0000080,389.53
ORD0000318,CUS0000017,5788.49
ORD0000319,CUS0000015,1171.54
ORD0000320,CUS0000028,983.56
ORD0000321,CUS0000033,8135.18
ORD0000322,CUS0000022,1251.2
ORD0000323,CUS0000096,7746.86
ORD0000324,CUS0000100,8554.41
ORD0000325,CUS0000040,2864.79
ORD0000326,CUS0000004,1864.89
ORD0000327,CUS0000074,7418.78
ORD0000328,CUS0000049,853.64
ORD0000329,CUS0000092,476.83
ORD0000330,CUS0000076,1412.17
ORD0000331,CUS0000081,561.41
ORD0000332,CUS0000090,8179.85
ORD0000333,CUS0000088,1240.78
ORD0000334,CUS0000016,8369.82
ORD0000335,CUS0000073,8261.08
ORD0000336,CUS0000045,6261.96
ORD0000337,CUS0000085,804.08
ORD0000338,CUS0000065,1330.33
ORD0000339,CUS0000002,8796.61
ORD0000340,CUS0000063,300.52
ORD0000341,CUS0000047,1307.61
ORD0000342,CUS0000059,7658.47
ORD0000343,CUS0000056,434.66
ORD0000344,CUS0000067,1934.4
ORD0000345,CUS0000035,1270.23
ORD0000346,CUS0000069,1571.82
ORD0000347,CUS0000060,927.59
ORD0000348,CUS0000094,1225.7
ORD0000349,CUS0000042,8813.71
ORD0000350,CUS0000012,4231.43
ORD0000351,CUS0000058,563.34
ORD0000352,CUS0000060,1182.71
ORD0000353,CUS0000086,820.08
ORD0000354,CUS0000004,1039.18
ORD0000355,CUS0000042,3454.72
ORD0000356,CUS0000028,774.17
ORD0000357,CUS0000034,746.64
ORD0000358,CUS0000077,7609.47
ORD0000359,CUS0000036,1156.0
ORD0000360,CUS0000067,1901.32
ORD0000361,CUS0000011,558.58
ORD0000362,CUS0000053,1028.3
ORD0000363,CUS0000098,3922.59
ORD0000364,CUS0000061,1327.22
ORD0000365,CUS0000063,951.53
ORD0000366,CUS0000003,276.8
ORD0000367,CUS0000029,5235.21
ORD0000368,CUS0000032,681.79
ORD0000369,CUS0000075,801.14
ORD0000370,CUS0000071,6247.38
ORD0000371,CUS0000055,9973.05
ORD0000372,CUS0000071,4646.33
ORD0000373,CUS0000090,5629.96
ORD0000374,CUS0000040,4011.23
ORD0000375,CUS0000016,7770.27
ORD0000376,CUS0000041,2956.44
ORD0000377,CUS0000069,1906.67
ORD0000378,CUS0000089,3481.2
ORD0000379,CUS0000028,1503.35
ORD0000380,CUS0000036,1476.71
ORD0000381,CUS0000098,6197.09
ORD0000382,CUS0000037,9844.09
ORD0000383,CUS0000025,662.87
ORD0000384,CUS0000047,440.94
ORD0000385,CUS0000002,7664.15
ORD0000386,CUS0000017,4194.49
ORD0000387,CUS0000007,1151.38
ORD0000388,CUS0000090,9552.72
ORD0000389,CUS0000082,8947.69
ORD0000390,CUS0000063,294.92
ORD0000391,CUS0000002,6592.51
ORD0000392,CUS0000061,1009.56
ORD0000393,CUS0000044,3474.91
ORD0000394,CUS0000007,579.71
ORD0000395,CUS0000062,2912.7
ORD0000396,CUS0000009,5205.66
ORD0000397,CUS0000010,6616.17
ORD0000398,CUS0000088,201.86
ORD0000399,CUS0000020,8489.14
ORD0000400,CUS0000039,2681.45
ORD0000401,CUS0000032,325.06
ORD0000402,CUS0000098,5329.39
ORD0000403,CUS0000077,8325.93
ORD0000404,CUS0000029,8205.55
ORD0000405,CUS0000049,955.98
ORD0000406,CUS0000057,664.97
ORD0000407,CUS0000076,1981.06
ORD0000408,CUS0000040,6549.04
ORD0000409,CUS0000008,1258.3
ORD0000410,CUS0000095,288.54
ORD0000411,CUS0000098,3662.3
ORD0000412,CUS0000028,602.83
ORD0000413,CUS0000011,398.41
ORD0000414,CUS0000023,1148.79
ORD0000415,CUS0000021,2021.41
ORD0000416,CUS0000058,1409.81
ORD0000417,CUS0000061,653.39
ORD0000418,CUS0000030,4304.84
ORD0000419,CUS0000037,7623.9
ORD0000420,CUS0000059,2569.44
ORD0000421,CUS0000030,9391.29
ORD0000422,CUS0000081,1220.6
ORD0000423,CUS0000026,5401.11
ORD0000424,CUS0000070,527.14
ORD0000425,CUS0000020,9267.29
ORD0000426,CUS0000019,2571.28
ORD0000427,CUS0000022,1605.99
ORD0000428,CUS0000077,7991.66
ORD0000429,CUS0000073,9369.54
ORD0000430,CUS0000057,336.27
ORD0000431,CUS0000089,4432.73
ORD0000432,CUS0000052,9541.41
ORD0000433,CUS0000065,1125.96
ORD0000434,CUS0000057,252.84
ORD0000435,CUS0000006,1789.9
ORD0000436,CUS0000095,712.41
ORD0000437,CUS0000033,2206.92
ORD0000438,CUS0000030,9695.29
ORD0000439,CUS0000074,6696.98
ORD0000440,CUS0000003,1999.19
ORD0000441,CUS0000087,8571.37
ORD0000442,CUS0000074,2321.85
ORD0000443,CUS0000097,3401.53
ORD0000444,CUS0000067,1337.87
ORD0000445,CUS0000036,444.83
ORD0000446,CUS0000075,928.18
ORD0000447,CUS0000063,1941.2
ORD0000448,CUS0000061,761.13
ORD0000449,CUS0000043,710.01
ORD0000450,CUS0000014,1729.69
ORD0000451,CUS0000043,882.13
ORD0000452,CUS0000064,4305.74
ORD0000453,CUS0000052,8508.53
ORD0000454,CUS0000071,2293.58
ORD0000455,CUS0000012,4516.14
ORD0000456,CUS0000042,2927.37
ORD0000457,CUS0000099,867.93
ORD0000458,CUS0000066,1667.36
ORD0000459,CUS0000001,1349.55
ORD0000460,CUS0000070,977.76
ORD0000461,CUS0000007,456.41
ORD0000462,CUS0000047,1283.0
ORD0000463,CUS0000064,7003.27
ORD0000464,CUS0000098,2412.89
ORD0000465,CUS0000035,1143.52
ORD0000466,CUS0000037,5504.93
ORD0000467,CUS0000090,5877.69
ORD0000468,CUS0000004,1948.98
ORD0000469,CUS0000078,1618.7
ORD0000470,CUS0000091,3267.03
ORD0000471,CUS0000071,2109.4
ORD0000472,CUS0000053,277.1
ORD0000473,CUS0000015,976.75
ORD0000474,CUS0000016,7181.68
ORD0000475,CUS0000020,5987.0
ORD0000476,CUS0000092,654.54
ORD0000477,CUS0000091,4187.4
ORD0000478,CUS0000062,9841.96
ORD0000479,CUS0000032,967.89
ORD0000480,CUS0000019,5068.69
ORD0000481,CUS0000077,6065.93
ORD0000482,CUS0000018,8912.22
ORD0000483,CUS0000036,1568.08
ORD0000484,CUS0000054,4719.0
ORD0000485,CUS0000065,607.63
ORD0000486,CUS0000001,637.39
ORD0000487,CUS0000039,8699.81
ORD0000488,CUS0000075,1997.91
ORD0000489,CUS0000063,1744.0
ORD0000490,CUS0000058,1123.3
ORD0000491,CUS0000045,4659.52
ORD0000492,CUS0000098,6347.44
ORD0000493,CUS0000059,9462.82
ORD0000494,CUS0000025,1963.47
ORD0000495,CUS0000031,1186.42
ORD0000496,CUS0000030,8848.1
ORD0000497,CUS0000053,182.93
ORD0000498,CUS0000096,5783.81
ORD0000499,CUS0000049,833.55
ORD0000500,CUS0000085,1605.55
ORD0000501,CUS0000084,9846.55
ORD0000502,CUS0000064,9718.6
ORD0000503,CUS0000017,6018.33
ORD0000504,CUS0000076,730.79
ORD0000505,CUS0000013,8993.52
ORD0000506,CUS0000057,289.45
ORD0000507,CUS0000059,2122.78
ORD0000508,CUS0000019,5279.83
ORD0000509,CUS0000084,9759.65
ORD0000510,CUS0000010,5755.92
ORD0000511,CUS0000034,743.27
ORD0000512,CUS0000089,5179.87
ORD0000513,CUS0000011,1718.35
ORD0000514,CUS0000087,8874.74
ORD0000515,CUS0000049,1912.87
ORD0000516,CUS0000081,1465.56
ORD0000517,CUS0000098,5903.58
ORD0000518,CUS0000070,168.21
ORD0000519,CUS0000009,3878.16
ORD0000520,CUS0000088,1849.77
ORD0000521,CUS0000030,7974.13
ORD0000522,CUS0000056,1958.84
ORD0000523,CUS0000098,7069.98
ORD0000524,CUS0000013,5549.43
ORD0000525,CUS0000089,4395.73
ORD0000526,CUS0000004,187.38
ORD0000527,CUS0000008,657.4
ORD0000528,CUS0000048,918.3
ORD0000529,CUS0000032,1109.22
ORD0000530,CUS0000073,7454.4
ORD0000531,CUS0000024,3359.87
ORD0000532,CUS0000011,1258.03
ORD0000533,CUS0000049,1277.45
ORD0000534,CUS0000031,1045.57
ORD0000535,CUS0000075,371.92
ORD0000536,CUS0000060,1312.02
ORD0000537,CUS0000059,4042.61
ORD0000538,CUS0000002,9191.27
ORD0000539,CUS0000060,1812.3
ORD0000540,CUS0000087,6372.79
ORD0000541,CUS0000010,5533.84
ORD0000542,CUS0000045,9901.21
ORD0000543,CUS0000039,7111.51
ORD0000544,CUS0000055,7522.51
ORD0000545,CUS0000059,8762.43
ORD0000546,CUS0000026,9994.99
ORD0000547,CUS0000062,2853.23
ORD0000548,CUS0000049,1186.65
ORD0000549,CUS0000074,4366.98
ORD0000550,CUS0000090,4361.85
ORD0000551,CUS0000085,852.03
ORD0000552,CUS0000002,6527.43
ORD0000553,CUS0000088,1578.79
ORD0000554,CUS0000007,1830.17
ORD0000555,CUS0000096,5973.82
ORD0000556,CUS0000037,8205.93
ORD0000557,CUS0000030,6856.52
ORD0000558,CUS0000046,516.11
ORD0000559,CUS0000025,1279.69
ORD0000560,CUS0000087,8044.62
ORD0000561,CUS0000099,1352.44
ORD0000562,CUS0000018,7025.98
ORD0000563,CUS0000081,1328.05
ORD0000564,CUS0000040,8308.88
ORD0000565,CUS0000005,6636.59
ORD0000566,CUS0000094,349.68
ORD0000567,CUS0000038,720.77
ORD0000568,CUS0000054,3405.12
ORD0000569,CUS0000017,8292.1
ORD0000570,CUS0000047,1108.62
ORD0000571,CUS0000035,1677.9
ORD0000572,CUS0000033,9312.39
ORD0000573,CUS0000062,9739.07
ORD0000574,CUS0000038,1518.46
ORD0000575,CUS0000044,8433.86
ORD0000576,CUS0000060,1929.5
ORD0000577,CUS0000019,8033.21
ORD0000578,CUS0000029,8881.12
ORD0000579,CUS0000093,7395.25
ORD0000580,CUS0000051,9738.16
ORD0000581,CUS0000072,794.97
ORD0000582,CUS0000051,2111.35
ORD0000583,CUS0000069,334.82
ORD0000584,CUS0000048,1378.37
ORD0000585,CUS0000087,4097.29
ORD0000586,CUS0000049,1662.59
ORD0000587,CUS0000048,305.86
ORD0000588,CUS0000030,5771.81
ORD0000589,CUS0000080,1780.05
ORD0000590,CUS0000072,723.21
ORD0000591,CUS0000079,520.6
ORD0000592,CUS0000009,7083.23
ORD0000593,CUS0000060,1827.84
ORD0000594,CUS0000039,7193.92
ORD0000595,CUS0000015,365.58
ORD0000596,CUS0000005,4434.92
ORD0000597,CUS0000064,2928.96
ORD0000598,CUS0000031,1785.79
ORD0000599,CUS0000018,5109.17
ORD0000600,CUS0000048,1373.92
ORD0000601,CUS0000096,7571.87
ORD0000602,CUS0000070,896.34
ORD0000603,CUS0000096,7812.79
ORD0000604,CUS0000054,7239.38
ORD0000605,CUS0000063,1269.74
ORD0000606,CUS0000036,162.16
ORD0000607,CUS0000048,512.81
ORD0000608,CUS0000057,1906.05
ORD0000609,CUS0000047,288.77
ORD0000610,CUS0000088,797.94
ORD0000611,CUS0000083,781.48
ORD0000612,CUS0000051,4207.05
ORD0000613,CUS0000016,9592.09
ORD0000614,CUS0000059,2733.39
ORD0000615,CUS0000028,1319.24
ORD0000616,CUS0000077,9768.75
ORD0000617,CUS0000007,1594.91
ORD0000618,CUS0000032,1978.76
ORD0000619,CUS0000073,3641.64
ORD0000620,CUS0000098,6433.66
ORD0000621,CUS0000076,510.31
ORD0000622,CUS0000030,4628.48
ORD0000623,CUS0000019,8309.15
ORD0000624,CUS0000077,2022.68
ORD0000625,CUS0000019,9900.22
ORD0000626,CUS0000070,576.24
ORD0000627,CUS0000023,308.86
ORD0000628,CUS0000004,350.43
ORD0000629,CUS0000046,1600.97
ORD0000630,CUS0000031,1218.82
ORD0000631,CUS0000003,431.07
ORD0000632,CUS0000007,340.84
ORD0000633,CUS0000054,6208.68
ORD0000634,CUS0000096,2508.46
ORD0000635,CUS0000058,1578.23
ORD0000636,CUS0000066,1227.97
ORD0000637,CUS0000058,1057.29
ORD0000638,CUS0000079,182.39
ORD0000639,CUS0000085,1090.76
ORD0000640,CUS0000059,7146.73
ORD0000641,CUS0000004,215.57
ORD0000642,CUS0000062,8778.39
ORD0000643,CUS0000055,7488.78
ORD0000644,CUS0000063,1453.56
ORD0000645,CUS0000057,239.63
ORD0000646,CUS0000011,712.01
ORD0000647,CUS0000019,2525.46
ORD0000648,CUS0000036,1286.2
ORD0000649,CUS0000075,1141.88
ORD0000650,CUS0000042,5047.24
ORD0000651,CUS0000077,6244.45
ORD0000652,CUS0000059,6044.41
ORD0000653,CUS0000056,288.44
ORD0000654,CUS0000090,2915.31
ORD0000655,CUS0000084,7207.33
ORD0000656,CUS0000099,1147.54
ORD0000657,CUS0000028,917.13
ORD0000658,CUS0000030,5310.51
ORD0000659,CUS0000059,5189.84
ORD0000660,CUS0000094,280.66
ORD0000661,CUS0000055,4500.19
ORD0000662,CUS0000033,4994.41
ORD0000663,CUS0000020,7494.57
ORD0000664,CUS0000061,227.55
ORD0000665,CUS0000011,277.14
ORD0000666,CUS0000013,7956.71
ORD0000667,CUS0000048,1642.36
ORD0000668,CUS0000072,213.96
ORD0000669,CUS0000072,1167.2
ORD0000670,CUS0000086,332.24
ORD0000671,CUS0000046,1759.85
ORD0000672,CUS0000097,5383.49
ORD0000673,CUS0000093,2411.57
ORD0000674,CUS0000037,6803.28
ORD0000675,CUS0000046,296.84
ORD0000676,CUS0000065,504.2
ORD0000677,CUS0000085,1016.16
ORD0000678,CUS0000014,765.22
ORD0000679,CUS0000072,798.37
ORD0000680,CUS0000098,4228.55
ORD0000681,CUS0000029,8457.77
ORD0000682,CUS0000072,1951.64
ORD0000683,CUS0000080,1265.79
ORD0000684,CUS0000083,1157.81
ORD0000685,CUS0000078,1865.26
ORD0000686,CUS0000089,4139.58
ORD0000687,CUS0000024,4186.16
ORD0000688,CUS0000098,4471.88
ORD0000689,CUS0000044,4808.19
ORD0000690,CUS0000024,8958.9
ORD0000691,CUS0000073,7258.76
ORD0000692,CUS0000009,3135.0
ORD0000693,CUS0000082,9774.48
ORD0000694,CUS0000012,7968.89
ORD0000695,CUS0000028,814.77
ORD0000696,CUS0000059,4727.17
ORD0000697,CUS0000048,692.11
ORD0000698,CUS0000042,8214.68
ORD0000699,CUS0000073,6769.79
ORD0000700,CUS0000007,395.6
ORD0000701,CUS0000097,6942.71
ORD0000702,CUS0000087,2652.65
ORD0000703,CUS0000057,1357.68
ORD0000704,CUS0000063,1253.44
ORD0000705,CUS0000054,4185.33
ORD0000706,CUS0000097,6098.77
ORD0000707,CUS0000045,5439.31
ORD0000708,CUS0000037,7425.74
ORD0000709,CUS0000076,1024.6
ORD0000710,CUS0000086,686.0
ORD0000711,CUS0000029,5162.11
ORD0000712,CUS0000077,2438.26
ORD0000713,CUS0000027,4411.35
ORD0000714,CUS0000028,1557.96
ORD0000715,CUS0000098,4044.16
ORD0000716,CUS0000042,2959.87
ORD0000717,CUS0000064,7976.11
ORD0000718,CUS0000023,345.45
ORD0000719,CUS0000069,1436.98
ORD0000720,CUS0000065,1161.57
ORD0000721,CUS0000086,1631.78
ORD0000722,CUS0000010,5176.57
ORD0000723,CUS0000095,180.37
ORD0000724,CUS0000003,973.53
ORD0000725,CUS0000010,8896.88
ORD0000726,CUS0000074,5434.27
ORD0000727,CUS0000052,7675.99
ORD0000728,CUS0000054,4316.12
ORD0000729,CUS0000052,2166.85
ORD0000730,CUS0000042,3374.99
ORD0000731,CUS0000080,974.18
ORD0000732,CUS0000089,9358.16
ORD0000733,CUS0000012,5493.69
ORD0000734,CUS0000014,562.3
ORD0000735,CUS0000076,860.85
ORD0000736,CUS0000011,851.96
ORD0000737,CUS0000040,7966.44
ORD0000738,CUS0000029,4664.55
ORD0000739,CUS0000022,245.12
ORD0000740,CUS0000082,2912.21
ORD0000741,CUS0000066,468.42
ORD0000742,CUS0000100,4795.0
ORD0000743,CUS0000094,1920.62
ORD0000744,CUS0000083,1648.57
