ORDER_ID,AMOUNT,CUSTOMER_ID
ORD0000076,1841,CUS0000001
ORD0000077,4189,CUS0000002
ORD0000078,3341,CUS0000003
ORD0000079,3858,CUS0000001
ORD0000080,1270,CUS0000001
ORD0000081,2269,CUS0000001
ORD0000082,1243,CUS0000001
ORD0000083,2120,CUS0000003
ORD0000084,4698,CUS0000002
ORD0000085,4515,CUS0000001
ORD0000086,2252,CUS0000001
ORD0000087,4888,CUS0000007
ORD0000088,3609,CUS0000002
ORD0000089,4880,CUS0000004
ORD0000090,3371,CUS0000001
ORD0000091,3065,CUS0000001
ORD0000092,1896,CUS0000002
ORD0000093,1233,CUS0000001
ORD0000094,4274,CUS0000001
ORD0000095,4142,CUS0000002
ORD0000096,844,CUS0000001
ORD0000097,485,CUS0000001
ORD0000098,998,CUS0000001
ORD0000099,1352,CUS0000006
ORD0000100,1410,CUS0000001
ORD0000101,3558,CUS0000001
ORD0000102,4985,CUS0000001
ORD0000103,620,CUS0000001
ORD0000104,3252,CUS0000001
ORD0000105,3226,CUS0000002
ORD0000106,4981,CUS0000001
ORD0000107,3934,CUS0000001
ORD0000108,4434,CUS0000001
ORD0000109,2159,CUS0000001
ORD0000110,4632,CUS0000002
ORD0000111,194,CUS0000001
ORD0000112,1038,CUS0000001
ORD0000113,4498,CUS0000001
ORD0000114,2285,CUS0000001
ORD0000115,2886,CUS0000001
ORD0000116,1013,CUS0000004
ORD0000117,2504,CUS0000001
ORD0000118,3661,CUS0000001
ORD0000119,1395,CUS0000005
ORD0000120,3816,CUS0000001
ORD0000121,126,CUS0000001
ORD0000122,2257,CUS0000001
ORD0000123,4200,CUS0000001
ORD0000124,1563,CUS0000005
ORD0000125,4258,CUS0000001
ORD0000126,971,CUS0000001
ORD0000127,2544,CUS0000001
ORD0000128,4258,CUS0000001
ORD0000129,1729,CUS0000003
ORD0000130,1352,CUS0000006
ORD0000131,3163,CUS0000001
ORD0000132,1423,CUS0000001
ORD0000133,4518,CUS0000001
ORD0000134,4444,CUS0000002
ORD0000135,104,CUS0000001
ORD0000136,2755,CUS0000001
ORD0000137,4102,CUS0000002
ORD0000138,259,CUS0000004
ORD0000139,1016,CUS0000003
ORD0000140,3073,CUS0000001
ORD0000141,2619,CUS0000003
ORD0000142,2061,CUS0000005
ORD0000143,574,CUS0000002
ORD0000144,2073,CUS0000007
ORD0000145,4747,CUS0000005
ORD0000146,745,CUS0000001
ORD0000147,801,CUS0000001
ORD0000148,4081,CUS0000001
ORD0000149,666,CUS0000001
ORD0000150,4463,CUS0000001
ORD0000151,1130,CUS0000001
ORD0000152,1151,CUS0000003
ORD0000153,3993,CUS0000001
ORD0000154,4603,CUS0000002
ORD0000155,1452,CUS0000001
ORD0000156,2271,CUS0000009
ORD0000157,4422,CUS0000003
ORD0000158,3566,CUS0000001
ORD0000159,1835,CUS0000001
ORD0000160,4517,CUS0000001
ORD0000161,1747,CUS0000003
ORD0000162,2653,CUS0000001
ORD0000163,3368,CUS0000001
ORD0000164,3159,CUS0000002
ORD0000165,3688,CUS0000001
ORD0000166,4339,CUS0000003
ORD0000167,3798,CUS0000005
ORD0000168,1091,CUS0000010
ORD0000169,2130,CUS0000001
ORD0000170,1940,CUS0000004
ORD0000171,624,CUS0000001
ORD0000172,2869,CUS0000003
ORD0000173,272,CUS0000004
ORD0000174,4919,CUS0000003
ORD0000175,4637,CUS0000002
ORD0000176,1985,CUS0000001
ORD0000177,4920,CUS0000010
ORD0000178,1904,CUS0000002
ORD0000179,158,CUS0000002
ORD0000180,681,CUS0000001
ORD0000181,582,CUS0000001
ORD0000182,1975,CUS0000001
ORD0000183,652,CUS0000010
ORD0000184,357,CUS0000007
ORD0000185,2806,CUS0000001
ORD0000186,680,CUS0000002
ORD0000187,4311,CUS0000001
ORD0000188,2049,CUS0000001
ORD0000189,2381,CUS0000001
ORD0000190,4076,CUS0000001
ORD0000191,1855,CUS0000002
ORD0000192,4517,CUS0000001
ORD0000193,1183,CUS0000001
ORD0000194,4777,CUS0000001
ORD0000195,4820,CUS0000002
ORD0000196,3972,CUS0000002
ORD0000197,2090,CUS0000001
ORD0000198,3974,CUS0000001
ORD0000199,3434,CUS0000001
ORD0000200,1659,CUS0000001
ORD0000201,872,CUS0000001
ORD0000202,894,CUS0000001
ORD0000203,3631,CUS0000001
ORD0000204,3002,CUS0000001
ORD0000205,3569,CUS0000001
ORD0000206,3467,CUS0000003
ORD0000207,3925,CUS0000001
ORD0000208,543,CUS0000001
ORD0000209,906,CUS0000006
ORD0000210,596,CUS0000001
ORD0000211,3398,CUS0000001
ORD0000212,2879,CUS0000008
ORD0000213,995,CUS0000001
ORD0000214,2136,CUS0000001
ORD0000215,1669,CUS0000001
ORD0000216,1658,CUS0000001
ORD0000217,4493,CUS0000002
ORD0000218,3775,CUS0000005
ORD0000219,1248,CUS0000001
ORD0000220,3556,CUS0000003
ORD0000221,1603,CUS0000001
ORD0000222,2381,CUS0000004
ORD0000223,3889,CUS0000002
ORD0000224,2146,CUS0000001
ORD0000225,717,CUS0000002
ORD0000226,3730,CUS0000001
ORD0000227,4608,CUS0000001
ORD0000228,902,CUS0000006
ORD0000229,514,CUS0000001
ORD0000230,4528,CUS0000003
ORD0000231,220,CUS0000001
ORD0000232,864,CUS0000002
ORD0000233,2036,CUS0000006
ORD0000234,1462,CUS0000002
ORD0000235,3429,CUS0000001
ORD0000236,4078,CUS0000003
ORD0000237,4043,CUS0000007
ORD0000238,1851,CUS0000001
ORD0000239,3385,CUS0000002
ORD0000240,580,CUS0000001
ORD0000241,1448,CUS0000003
ORD0000242,3204,CUS0000010
ORD0000243,117,CUS0000001
ORD0000244,3298,CUS0000003
ORD0000245,2272,CUS0000001
ORD0000246,3827,CUS0000001
ORD0000247,2436,CUS0000002
ORD0000248,3565,CUS0000001
ORD0000249,4652,CUS0000005
ORD0000250,4086,CUS0000005
ORD0000251,1368,CUS0000006
ORD0000252,1655,CUS0000009
ORD0000253,2530,CUS0000006
ORD0000254,1883,CUS0000001
ORD0000255,579,CUS0000003
ORD0000256,4844,CUS0000006
ORD0000257,4541,CUS0000001
ORD0000258,599,CUS0000001
ORD0000259,2669,CUS0000007
ORD0000260,568,CUS0000002
ORD0000261,510,CUS0000001
ORD0000262,4885,CUS0000002
ORD0000263,4005,CUS0000003
ORD0000264,4219,CUS0000001
ORD0000265,4450,CUS0000001
ORD0000266,1389,CUS0000002
ORD0000267,565,CUS0000004
ORD0000268,4260,CUS0000003
ORD0000269,756,CUS0000003
ORD0000270,1622,CUS0000001
ORD0000271,661,CUS0000003
ORD0000272,4974,CUS0000005
ORD0000273,656,CUS0000009
ORD0000274,2026,CUS0000001
ORD0000275,3407,CUS0000003
ORD0000276,1082,CUS0000001
ORD0000277,4766,CUS0000004
ORD0000278,2116,CUS0000001
ORD0000279,4842,CUS0000001
ORD0000280,4970,CUS0000001
ORD0000281,425,CUS0000001
ORD0000282,771,CUS0000001
ORD0000283,3534,CUS0000003
ORD0000284,4881,CUS0000005
ORD0000285,4730,CUS0000004
ORD0000286,4382,CUS0000001
ORD0000287,2691,CUS0000003
ORD0000288,2236,CUS0000002
ORD0000289,1773,CUS0000001
ORD0000290,2673,CUS0000001
ORD0000291,2055,CUS0000003
ORD0000292,2275,CUS0000002
ORD0000293,3342,CUS0000001
ORD0000294,1172,CUS0000001
ORD0000295,2557,CUS0000001
ORD0000296,3845,CUS0000001
ORD0000297,2690,CUS0000001
ORD0000298,694,CUS0000006
ORD0000299,176,CUS0000007
ORD0000300,3854,CUS0000001
ORD0000301,4712,CUS0000004
ORD0000302,919,CUS0000002
ORD0000303,700,CUS0000001
ORD0000304,4504,CUS0000004
ORD0000305,1846,CUS0000002
ORD0000306,4244,CUS0000001
ORD0000307,2272,CUS0000001
ORD0000308,1185,CUS0000002
ORD0000309,2959,CUS0000001
ORD0000310,663,CUS0000001
ORD0000311,2101,CUS0000003
ORD0000312,3127,CUS0000002
ORD0000313,2434,CUS0000003
ORD0000314,1392,CUS0000001
ORD0000315,3689,CUS0000002
ORD0000316,4550,CUS0000001
ORD0000317,2578,CUS0000001
ORD0000318,4433,CUS0000004
ORD0000319,164,CUS0000004
ORD0000320,4643,CUS0000001
ORD0000321,2552,CUS0000008
ORD0000322,948,CUS0000001
ORD0000323,1200,CUS0000009
ORD0000324,2266,CUS0000002
ORD0000325,1045,CUS0000009
ORD0000326,976,CUS0000004
ORD0000327,4632,CUS0000004
ORD0000328,1373,CUS0000001
ORD0000329,2331,CUS0000003
ORD0000330,2408,CUS0000001
ORD0000331,1825,CUS0000002
ORD0000332,2908,CUS0000005
ORD0000333,1767,CUS0000002
ORD0000334,2262,CUS0000002
ORD0000335,4240,CUS0000004
ORD0000336,4102,CUS0000001
ORD0000337,2157,CUS0000001
ORD0000338,516,CUS0000002
ORD0000339,856,CUS0000004
ORD0000340,3569,CUS0000003
ORD0000341,2366,CUS0000001
ORD0000342,461,CUS0000001
ORD0000343,129,CUS0000003
ORD0000344,2832,CUS0000001
ORD0000345,1171,CUS0000006
ORD0000346,2245,CUS0000001
ORD0000347,1423,CUS0000001
ORD0000348,3719,CUS0000001
ORD0000349,4619,CUS0000005
ORD0000350,3603,CUS0000001
ORD0000351,4694,CUS0000001
ORD0000352,179,CUS0000003
ORD0000353,1016,CUS0000002
ORD0000354,716,CUS0000001
ORD0000355,1321,CUS0000001
ORD0000356,4569,CUS0000001
ORD0000357,395,CUS0000001
ORD0000358,3124,CUS0000002
ORD0000359,4871,CUS0000001
ORD0000360,4626,CUS0000001
ORD0000361,1313,CUS0000001
ORD0000362,3620,CUS0000006
ORD0000363,1144,CUS0000009
ORD0000364,442,CUS0000001
ORD0000365,2625,CUS0000002
ORD0000366,3087,CUS0000003
ORD0000367,426,CUS0000004
ORD0000368,3031,CUS0000002
ORD0000369,1820,CUS0000001
ORD0000370,2144,CUS0000001
ORD0000371,942,CUS0000004
ORD0000372,2997,CUS0000003
ORD0000373,4686,CUS0000002
ORD0000374,3429,CUS0000001
ORD0000375,1366,CUS0000001
ORD0000376,2039,CUS0000001
ORD0000377,1431,CUS0000001
ORD0000378,1550,CUS0000002
ORD0000379,3477,CUS0000001
ORD0000380,303,CUS0000009
ORD0000381,1569,CUS0000008
ORD0000382,2821,CUS0000001
ORD0000383,3472,CUS0000003
ORD0000384,2132,CUS0000001
ORD0000385,2285,CUS0000003
ORD0000386,1404,CUS0000001
ORD0000387,985,CUS0000001
ORD0000388,3233,CUS0000002
ORD0000389,417,CUS0000001
ORD0000390,3955,CUS0000001
ORD0000391,1922,CUS0000001
ORD0000392,1734,CUS0000001
ORD0000393,3870,CUS0000001
ORD0000394,2964,CUS0000003
ORD0000395,2600,CUS0000002
ORD0000396,1964,CUS0000001
ORD0000397,1926,CUS0000004
ORD0000398,293,CUS0000001
ORD0000399,1682,CUS0000001
ORD0000400,3364,CUS0000002
ORD0000401,2789,CUS0000004
ORD0000402,2382,CUS0000001
ORD0000403,668,CUS0000006
ORD0000404,2386,CUS0000001
ORD0000405,2976,CUS0000001
ORD0000406,4273,CUS0000001
ORD0000407,3374,CUS0000002
ORD0000408,4492,CUS0000001
ORD0000409,2812,CUS0000005
ORD0000410,326,CUS0000001
ORD0000411,1044,CUS0000006
ORD0000412,2239,CUS0000004
ORD0000413,1562,CUS0000001
ORD0000414,4856,CUS0000001
ORD0000415,2274,CUS0000001
ORD0000416,413,CUS0000001
ORD0000417,988,CUS0000008
ORD0000418,4987,CUS0000001
ORD0000419,3659,CUS0000002
ORD0000420,2931,CUS0000001
ORD0000421,2669,CUS0000007
ORD0000422,3674,CUS0000007
ORD0000423,4289,CUS0000006
ORD0000424,1047,CUS0000002
ORD0000425,3255,CUS0000001
ORD0000426,4823,CUS0000002
ORD0000427,1657,CUS0000002
ORD0000428,2186,CUS0000003
ORD0000429,463,CUS0000001
ORD0000430,3672,CUS0000002
ORD0000431,113,CUS0000001
ORD0000432,4359,CUS0000004
ORD0000433,4510,CUS0000001
ORD0000434,1714,CUS0000001
ORD0000435,3083,CUS0000006
ORD0000436,3633,CUS0000002
ORD0000437,673,CUS0000007
ORD0000438,2804,CUS0000004
ORD0000439,2671,CUS0000003
ORD0000440,1120,CUS0000001
ORD0000441,2560,CUS0000001
ORD0000442,4254,CUS0000007
ORD0000443,2633,CUS0000001
ORD0000444,3445,CUS0000002
ORD0000445,2772,CUS0000001
ORD0000446,3396,CUS0000001
ORD0000447,2522,CUS0000003
ORD0000448,4641,CUS0000004
ORD0000449,1142,CUS0000001
ORD0000450,1671,CUS0000001
ORD0000451,3544,CUS0000002
ORD0000452,3205,CUS0000008
ORD0000453,1525,CUS0000001
ORD0000454,4762,CUS0000001
ORD0000455,2565,CUS0000010
ORD0000456,3426,CUS0000001
ORD0000457,4588,CUS0000001
ORD0000458,103,CUS0000001
ORD0000459,2589,CUS0000001
ORD0000460,2450,CUS0000003
ORD0000461,1821,CUS0000001
ORD0000462,3621,CUS0000004
ORD0000463,4851,CUS0000001
ORD0000464,2739,CUS0000004
ORD0000465,3909,CUS0000002
ORD0000466,3719,CUS0000001
ORD0000467,3722,CUS0000001
ORD0000468,1850,CUS0000001
ORD0000469,4287,CUS0000002
ORD0000470,3976,CUS0000002
ORD0000471,1490,CUS0000004
ORD0000472,794,CUS0000001
ORD0000473,2424,CUS0000002
ORD0000474,4322,CUS0000001
ORD0000475,2845,CUS0000002
ORD0000476,865,CUS0000003
ORD0000477,2024,CUS0000003
ORD0000478,2642,CUS0000003
ORD0000479,1940,CUS0000001
ORD0000480,1731,CUS0000001
ORD0000481,1307,CUS0000010
ORD0000482,300,CUS0000001
ORD0000483,478,CUS0000002
ORD0000484,2105,CUS0000008
ORD0000485,3992,CUS0000007
ORD0000486,696,CUS0000001
ORD0000487,3830,CUS0000001
ORD0000488,3495,CUS0000005
ORD0000489,4815,CUS0000005
ORD0000490,1692,CUS0000004
ORD0000491,3245,CUS0000001
ORD0000492,4149,CUS0000001
ORD0000493,3373,CUS0000005
ORD0000494,2098,CUS0000009
ORD0000495,1308,CUS0000006
ORD0000496,145,CUS0000001
ORD0000497,973,CUS0000004
ORD0000498,3582,CUS0000001
ORD0000499,1892,CUS0000001
ORD0000500,1540,CUS0000008
ORD0000501,4343,CUS0000003
ORD0000502,3905,CUS0000001
ORD0000503,511,CUS0000001
ORD0000504,4666,CUS0000008
ORD0000505,2141,CUS0000001
ORD0000506,1094,CUS0000003
ORD0000507,3839,CUS0000002
ORD0000508,1192,CUS0000001
ORD0000509,3906,CUS0000004
ORD0000510,4451,CUS0000005
ORD0000511,4678,CUS0000001
ORD0000512,4977,CUS0000001
ORD0000513,2699,CUS0000001
ORD0000514,3725,CUS0000001
ORD0000515,4235,CUS0000002
ORD0000516,3595,CUS0000004
ORD0000517,4588,CUS0000001
ORD0000518,3752,CUS0000001
ORD0000519,1403,CUS0000003
ORD0000520,3988,CUS0000003
ORD0000521,3786,CUS0000003
ORD0000522,2223,CUS0000001
ORD0000523,2125,CUS0000001
ORD0000524,2371,CUS0000001
ORD0000525,4370,CUS0000004
ORD0000526,4069,CUS0000003
ORD0000527,2059,CUS0000001
ORD0000528,2349,CUS0000001
ORD0000529,3703,CUS0000005
ORD0000530,734,CUS0000001
ORD0000531,2440,CUS0000003
ORD0000532,2020,CUS0000002
ORD0000533,2325,CUS0000001
ORD0000534,2851,CUS0000004
ORD0000535,2719,CUS0000003
ORD0000536,4524,CUS0000005
ORD0000537,760,CUS0000002
ORD0000538,1233,CUS0000004
ORD0000539,1335,CUS0000007
ORD0000540,1994,CUS0000002
ORD0000541,3237,CUS0000003
ORD0000542,1351,CUS0000001
ORD0000543,1852,CUS0000001
ORD0000544,626,CUS0000009
ORD0000545,3498,CUS0000002
ORD0000546,3439,CUS0000009
ORD0000547,2810,CUS0000001
ORD0000548,4545,CUS0000001
ORD0000549,3916,CUS0000002
ORD0000550,3506,CUS0000001
ORD0000551,610,CUS0000001
ORD0000552,1794,CUS0000003
ORD0000553,3541,CUS0000002
ORD0000554,3290,CUS0000005
ORD0000555,4884,CUS0000004
ORD0000556,260,CUS0000001
ORD0000557,4816,CUS0000001
ORD0000558,3216,CUS0000002
ORD0000559,4007,CUS0000004
ORD0000560,148,CUS0000001
ORD0000561,2981,CUS0000004
ORD0000562,2546,CUS0000002
ORD0000563,3294,CUS0000001
ORD0000564,3532,CUS0000001
ORD0000565,4509,CUS0000001
ORD0000566,4573,CUS0000002
ORD0000567,1906,CUS0000005
ORD0000568,4099,CUS0000001
ORD0000569,1897,CUS0000001
ORD0000570,2335,CUS0000002
ORD0000571,3670,CUS0000001
ORD0000572,4078,CUS0000002
ORD0000573,337,CUS0000003
ORD0000574,3285,CUS0000001
ORD0000575,2853,CUS0000002
ORD0000576,3412,CUS0000002
ORD0000577,1452,CUS0000001
ORD0000578,3928,CUS0000001
ORD0000579,1145,CUS0000009
ORD0000580,4475,CUS0000002
ORD0000581,320,CUS0000002
ORD0000582,3327,CUS0000004
ORD0000583,4948,CUS0000001
ORD0000584,4723,CUS0000001
ORD0000585,322,CUS0000008
ORD0000586,787,CUS0000001
ORD0000587,3611,CUS0000001
ORD0000588,1211,CUS0000001
ORD0000589,3882,CUS0000001
ORD0000590,1588,CUS0000001
ORD0000591,511,CUS0000003
ORD0000592,2231,CUS0000003
ORD0000593,3205,CUS0000009
ORD0000594,2781,CUS0000003
ORD0000595,1833,CUS0000001
ORD0000596,3824,CUS0000001
ORD0000597,2777,CUS0000003
ORD0000598,2864,CUS0000001
ORD0000599,3205,CUS0000004
ORD0000600,2379,CUS0000001
ORD0000601,3553,CUS0000002
ORD0000602,2166,CUS0000001
ORD0000603,770,CUS0000002
ORD0000604,3952,CUS0000005
ORD0000605,258,CUS0000001
ORD0000606,4518,CUS0000001
ORD0000607,526,CUS0000001
ORD0000608,2966,CUS0000006
ORD0000609,1936,CUS0000001
ORD0000610,662,CUS0000003
ORD0000611,429,CUS0000006
ORD0000612,354,CUS0000004
ORD0000613,2125,CUS0000002
ORD0000614,1733,CUS0000003
ORD0000615,266,CUS0000001
ORD0000616,1348,CUS0000008
ORD0000617,2054,CUS0000002
ORD0000618,1134,CUS0000003
ORD0000619,3979,CUS0000002
ORD0000620,1037,CUS0000007
ORD0000621,4720,CUS0000001
ORD0000622,1885,CUS0000004
ORD0000623,3909,CUS0000001
ORD0000624,2199,CUS0000001
ORD0000625,3121,CUS0000005
ORD0000626,1474,CUS0000001
ORD0000627,1038,CUS0000006
ORD0000628,1441,CUS0000003
ORD0000629,2648,CUS0000001
ORD0000630,985,CUS0000001
ORD0000631,4840,CUS0000002
ORD0000632,310,CUS0000001
ORD0000633,2655,CUS0000001
ORD0000634,4816,CUS0000002
ORD0000635,3174,CUS0000001
ORD0000636,3349,CUS0000004
ORD0000637,1724,CUS0000001
ORD0000638,722,CUS0000005
ORD0000639,4950,CUS0000002
ORD0000640,2089,CUS0000009
ORD0000641,934,CUS0000004
ORD0000642,2570,CUS0000001
ORD0000643,1091,CUS0000001
ORD0000644,4736,CUS0000001
ORD0000645,436,CUS0000007
ORD0000646,2944,CUS0000001
ORD0000647,4464,CUS0000001
ORD0000648,3609,CUS0000001
ORD0000649,3135,CUS0000001
ORD0000650,664,CUS0000001
ORD0000651,4244,CUS0000003
ORD0000652,2895,CUS0000001
ORD0000653,203,CUS0000001
ORD0000654,3541,CUS0000001
ORD0000655,4115,CUS0000005
ORD0000656,964,CUS0000002
ORD0000657,3651,CUS0000001
ORD0000658,3067,CUS0000001
ORD0000659,3866,CUS0000002
ORD0000660,1353,CUS0000001
ORD0000661,3667,CUS0000005
ORD0000662,1542,CUS0000001
ORD0000663,4374,CUS0000005
ORD0000664,2312,CUS0000007
ORD0000665,4508,CUS0000001
ORD0000666,4060,CUS0000001
ORD0000667,3908,CUS0000005
ORD0000668,3668,CUS0000008
ORD0000669,4953,CUS0000001
ORD0000670,2298,CUS0000003
ORD0000671,2740,CUS0000002
ORD0000672,2111,CUS0000001
ORD0000673,809,CUS0000005
ORD0000674,2384,CUS0000003
ORD0000675,3792,CUS0000002
ORD0000676,2097,CUS0000002
ORD0000677,3906,CUS0000003
ORD0000678,4768,CUS0000001
ORD0000679,3204,CUS0000004
ORD0000680,2855,CUS0000001
ORD0000681,335,CUS0000005
ORD0000682,4149,CUS0000001
ORD0000683,2762,CUS0000001
ORD0000684,1589,CUS0000001
ORD0000685,4094,CUS0000001
ORD0000686,1837,CUS0000001
ORD0000687,3006,CUS0000001
ORD0000688,2216,CUS0000001
ORD0000689,2888,CUS0000001
ORD0000690,2390,CUS0000002
ORD0000691,4983,CUS0000006
ORD0000692,2363,CUS0000001
ORD0000693,4653,CUS0000001
ORD0000694,183,CUS0000003
ORD0000695,4332,CUS0000007
ORD0000696,1665,CUS0000007
ORD0000697,801,CUS0000003
ORD0000698,2077,CUS0000001
ORD0000699,3429,CUS0000001
ORD0000700,4102,CUS0000001
ORD0000701,4648,CUS0000010
ORD0000702,2068,CUS0000001
ORD0000703,4000,CUS0000003
ORD0000704,4120,CUS0000001
ORD0000705,3771,CUS0000001
ORD0000706,241,CUS0000001
ORD0000707,862,CUS0000001
ORD0000708,2510,CUS0000001
ORD0000709,1915,CUS0000002
ORD0000710,3412,CUS0000001
ORD0000711,2093,CUS0000001
ORD0000712,2608,CUS0000002
ORD0000713,4864,CUS0000001
ORD0000714,3123,CUS0000007
ORD0000715,3976,CUS0000001
ORD0000716,4634,CUS0000001
ORD0000717,4449,CUS0000001
ORD0000718,2916,CUS0000001
ORD0000719,3585,CUS0000005
ORD0000720,4608,CUS0000008
ORD0000721,2809,CUS0000003
ORD0000722,2982,CUS0000001
ORD0000723,3817,CUS0000002
ORD0000724,2319,CUS0000001
ORD0000725,2611,CUS0000001
ORD0000726,2159,CUS0000001
ORD0000727,1988,CUS0000001
ORD0000728,1088,CUS0000003
ORD0000729,1677,CUS0000005
ORD0000730,2684,CUS0000002
ORD0000731,1079,CUS0000002
ORD0000732,4489,CUS0000001
ORD0000733,1616,CUS0000004
ORD0000734,1669,CUS0000001
ORD0000735,1872,CUS0000006
ORD0000736,4066,CUS0000001
ORD0000737,2365,CUS0000003
ORD0000738,4929,CUS0000001
ORD0000739,4397,CUS0000001
ORD0000740,4988,CUS0000001
ORD0000741,2418,CUS0000001
ORD0000742,923,CUS0000003
ORD0000743,1690,CUS0000001
ORD0000744,2526,CUS0000003
ORD0000745,1963,CUS0000001
ORD0000746,3056,CUS0000003
ORD0000747,1569,CUS0000001
ORD0000748,2576,CUS0000001
ORD0000749,215,CUS0000004
ORD0000750,4475,CUS0000002
ORD0000751,1136,CUS0000001
ORD0000752,2347,CUS0000002
ORD0000753,472,CUS0000002
ORD0000754,546,CUS0000001
ORD0000755,4633,CUS0000010
ORD0000756,2493,CUS0000007
ORD0000757,1134,CUS0000003
ORD0000758,4121,CUS0000003
ORD0000759,940,CUS0000001
ORD0000760,200,CUS0000001
ORD0000761,4802,CUS0000001
ORD0000762,2429,CUS0000001
ORD0000763,3945,CUS0000005
ORD0000764,4021,CUS0000001
ORD0000765,3708,CUS0000009
ORD0000766,2891,CUS0000001
ORD0000767,1610,CUS0000002
ORD0000768,520,CUS0000001
ORD0000769,2168,CUS0000001
ORD0000770,4013,CUS0000004
ORD0000771,1034,CUS0000001
ORD0000772,635,CUS0000001
ORD0000773,3382,CUS0000009
ORD0000774,4128,CUS0000001
ORD0000775,706,CUS0000001
ORD0000776,4826,CUS0000009
ORD0000777,539,CUS0000001
ORD0000778,1342,CUS0000002
ORD0000779,1322,CUS0000001
ORD0000780,4710,CUS0000001
ORD0000781,2589,CUS0000001
ORD0000782,797,CUS0000008
ORD0000783,2133,CUS0000009
ORD0000784,1070,CUS0000002
ORD0000785,4671,CUS0000001
ORD0000786,3509,CUS0000004
ORD0000787,4983,CUS0000001
ORD0000788,1948,CUS0000006
ORD0000789,4380,CUS0000002
ORD0000790,3216,CUS0000005
ORD0000791,3790,CUS0000003
ORD0000792,3726,CUS0000002
ORD0000793,2535,CUS0000001
ORD0000794,4921,CUS0000001
ORD0000795,3612,CUS0000001
ORD0000796,2601,CUS0000002
ORD0000797,4758,CUS0000002
ORD0000798,593,CUS0000003
ORD0000799,912,CUS0000001
ORD0000800,1802,CUS0000001
ORD0000801,1828,CUS0000001
ORD0000802,2267,CUS0000001
ORD0000803,765,CUS0000002
ORD0000804,1386,CUS0000002
ORD0000805,2064,CUS0000001
ORD0000806,1523,CUS0000005
ORD0000807,4621,CUS0000003
ORD0000808,714,CUS0000001
ORD0000809,1382,CUS0000001
ORD0000810,121,CUS0000002
ORD0000811,3446,CUS0000007
ORD0000812,3790,CUS0000005
ORD0000813,4964,CUS0000010
ORD0000814,3949,CUS0000004
ORD0000815,2485,CUS0000001
ORD0000816,367,CUS0000002
ORD0000817,1996,CUS0000002
ORD0000818,2460,CUS0000001
ORD0000819,2416,CUS0000001
ORD0000820,3819,CUS0000003
ORD0000821,683,CUS0000007
ORD0000822,2012,CUS0000001
ORD0000823,2267,CUS0000001
ORD0000824,4931,CUS0000002
ORD0000825,1720,CUS0000001
ORD0000826,3582,CUS0000001
ORD0000827,1040,CUS0000001
ORD0000828,4561,CUS0000001
ORD0000829,1941,CUS0000001
