COMPANY_CODE,CUSTOMER_NUMBER,ACCOUNT_TYPE,CUSTOMER_NAME
2000,CUS518,STANDARD,90097I
2000,CUS457,STANDARD,PQNVF2XF8MDRYCEM9
1000,CUS859,STANDARD,4NVTANMH4PN
3000,CUS748,STANDARD,P9USY38WTQX653G4U
2000,CUS095,PREMIUM,XU0COJBQ90S
3000,CUS877,PREMIUM,MVOYP59VQ
3000,CUS802,PREMIUM,553KWKI85L8D7CEDA0IOEJAN63XD4
3000,CUS657,STANDARD,5BA890AB7R8SB61LGG7JPM7QWR
1000,CUS293,STANDARD,ZFXZ3POTFCFZYY94DAKF51VG7CON4R
3000,CUS498,STANDARD,ER8CLU
3000,CUS603,PREMIUM,NJZET
1000,CUS701,PREMIUM,PY8VYIF6WD
3000,CUS190,PREMIUM,1OEVZUBR
3000,CUS989,PREMIUM,25OW9Y1LYFSPEFRJYJYUXGFAT2XRGI
2000,CUS004,PREMIUM,L129960
1000,CUS670,STANDARD,BFW9FUYA
2000,CUS895,STANDARD,0YF9P7KYKIRTR5
2000,CUS556,STANDARD,EK1R0T4EX
2000,CUS107,PREMIUM,P5M3GITAZVYV2
3000,CUS624,STANDARD,1ITUM4ULZUS5PUY
3000,CUS821,PREMIUM,ZXHM8L9B3N2SE
3000,CUS284,STANDARD,05ITPQJ1YE24Z8608CX8FGPWKCZV1G
1000,CUS900,PREMIUM,GQO67
3000,CUS807,STANDARD,O2XZ36JWB4GS0FHJWTV3N7
2000,CUS330,STANDARD,W4G22UETCHBVGKP7L9KV
1000,CUS230,STANDARD,13OZLL1ZBM21YANNREG8LX
1000,CUS939,STANDARD,M3HQ57UYZHWW3LT
1000,CUS132,STANDARD,FIUHPTHLXJ6Y0IY1L58L9K5S
2000,CUS294,STANDARD,LU2DWA5IM
2000,CUS645,STANDARD,96505025KFBOSCRO8
2000,CUS098,PREMIUM,K3596HHR8X8C28
1000,CUS272,STANDARD,1GPTC2QWF2H
1000,CUS865,STANDARD,PNW1KINNDW8R8KUSSR6GI0DRIIPJU
3000,CUS326,STANDARD,Z5JR0Y2EFZ6R
3000,CUS943,PREMIUM,X35UAF3WE8ZN1N5RUSV9I5VDCG3
2000,CUS290,PREMIUM,HK23A
1000,CUS871,PREMIUM,MITKRFXQFXKDZTO1FG
3000,CUS687,PREMIUM,N4EIO
3000,CUS047,PREMIUM,2AAVH1I4EOYFGGUXTIYIJ
2000,CUS622,PREMIUM,7AK2WNJ
3000,CUS636,STANDARD,2NFGIHYW1UIPRFP9SB
2000,CUS881,STANDARD,TN76MZSDP5YHP5E7AXUIY0X8L4
1000,CUS586,STANDARD,EBEAQNCDZ6S601ZF88JRFTF6NJ8UZ
2000,CUS086,PREMIUM,ET1PDPF1H3DTLHAIAK5W77Q
2000,CUS012,STANDARD,XIRHBV1R7E
3000,CUS302,STANDARD,E536XD5KXKQGH
3000,CUS210,PREMIUM,6ACAPC4XYJLC
2000,CUS078,STANDARD,0OUP0UREXH6DLO7CZE3STU
3000,CUS397,STANDARD,93AXMST
2000,CUS756,PREMIUM,P3X5M8PJA0BO8WAVAYTGN7P05DJR
3000,CUS393,STANDARD,CO70X3F
2000,CUS637,PREMIUM,G6IZED1IPSQUZUU2ROEMIGJ
2000,CUS484,PREMIUM,K23U0H8W
1000,CUS899,STANDARD,N2T3QHFKTCNUJFPWZ6DTQLBZ299PG
1000,CUS567,PREMIUM,GIHADOIMZXFQEBEM2IF
3000,CUS090,STANDARD,VHC3DK1Z5BY1LWNLRR2JCPS5094DFR
3000,CUS024,STANDARD,I0M7P8BYW485W6UYR
1000,CUS373,STANDARD,BUOBRD47WO
1000,CUS193,PREMIUM,GPPR8DOYWL
1000,CUS450,STANDARD,PUWBWJM58T
1000,CUS627,STANDARD,5CFDOOB74A
3000,CUS573,STANDARD,MIVLUDBJJH7XEXZ
1000,CUS656,STANDARD,GVTUIK15UL9WOLYTSILAZCL
3000,CUS790,STANDARD,UOG5JVEPWUKFV2AQNPEWQGAD
2000,CUS731,STANDARD,20K05YW8YG4OK2ECS
3000,CUS445,PREMIUM,UQGEV
1000,CUS261,STANDARD,YKE9FV4B1K
2000,CUS578,STANDARD,1KDGVNM098QSTPGDZ95JDXA1
2000,CUS565,STANDARD,S4MGBNK
3000,CUS443,PREMIUM,SF4HTZ45QF8YLXYXL2CQ23QOR
2000,CUS919,STANDARD,DJGFW80O9DY7084P4TFZC67
3000,CUS170,STANDARD,JH2LKNMIC1F1MJQUEFY9Z9UR73A70H
2000,CUS031,PREMIUM,JJGGGS8W0QY54CLRZJ
3000,CUS269,STANDARD,ZCZVPD4RXBVTTR5GOIT2UR0F
1000,CUS048,STANDARD,2N057XD6KET
3000,CUS789,STANDARD,6ZI7BLMMDPC3DXMRX36ZHBPX52L
3000,CUS955,STANDARD,9WWKQFSBYDKNOONR06BA
1000,CUS470,STANDARD,ILAOQTR1YW3QN3T7ZGA6
3000,CUS795,STANDARD,X9STG4EVRURQTMJ7PDZUIB5SQ0
3000,CUS202,STANDARD,YCMVO84W6TK9LSG4I
2000,CUS094,PREMIUM,Q9LVFOWOT0VXQS3H4DE4M6HY7T0D
3000,CUS628,STANDARD,IMV03JULF
2000,CUS395,STANDARD,VLUDA2RNKK5FI11Z14YA
1000,CUS457,PREMIUM,8MXAU7
2000,CUS204,STANDARD,BAPOWTIGY6T
2000,CUS782,PREMIUM,ECTS377V1I
1000,CUS648,PREMIUM,5WMKZBOOINB6KHX
2000,CUS860,STANDARD,CYQ8DDGBDH02YH9Q4JNAT0G7RI0
1000,CUS014,STANDARD,6HSHG5MM
3000,CUS960,PREMIUM,Q7MW0SKC95N4VPAAFH5JF6EGQO3SQ
3000,CUS950,PREMIUM,DGLCSXU1HGCAIKVW2RF
2000,CUS080,PREMIUM,VLHZZ3RY40KHIDKG
3000,CUS053,STANDARD,42LYWBI45H02CEQUA7
1000,CUS732,PREMIUM,OV77G1P4WYJ9DAK645KE5UPVRD6O9
3000,CUS082,STANDARD,YZPF322F52UH5BGZ0C99AFT69
1000,CUS436,PREMIUM,3VXDO3V94X2
3000,CUS564,STANDARD,GOAVWS97
2000,CUS224,STANDARD,GCK5I0GQMMHZN3MV
3000,CUS620,STANDARD,0CH236I5
3000,CUS497,STANDARD,7D914
1000,CUS815,PREMIUM,LLIGYU6Y0PRZVS2II06T9
2000,CUS533,PREMIUM,9NMNSWIL68UHW94
1000,CUS662,PREMIUM,08S1A7GBYJDDMRKSQJDSN8C
3000,CUS212,STANDARD,2G9O9YP6SDYY0U9D
3000,CUS175,STANDARD,QM2OX
1000,CUS003,STANDARD,8MMS2LELL6HYC1R9QIKQAV3JCJUDT
3000,CUS456,STANDARD,9WEU7OL7E6K088ZFWONV
2000,CUS329,PREMIUM,XSN749AHW2PPCUY
3000,CUS004,STANDARD,HYQ8SB7X6625CSMU6FGK88AENN1GN8
1000,CUS080,PREMIUM,1EJB3VCFEDLQ9EOQ0Y2Z1UBYH8A
1000,CUS459,STANDARD,ECEW6GSTFS2YZB4K8OIZ8SJTX
2000,CUS488,PREMIUM,99JHC
2000,CUS261,PREMIUM,Z89FT
1000,CUS981,PREMIUM,WN06JKLOQMH
1000,CUS238,STANDARD,D939ESEQGM
1000,CUS987,PREMIUM,5VWIPGSEMU52VTJXU1KAUPO1RXIV
3000,CUS326,PREMIUM,32WT59GLFRI8MQEEB6BZ
1000,CUS351,PREMIUM,NC9Q884JXZOSI366FZX6APK6I2KLJ
2000,CUS992,PREMIUM,4WCO5OEQXOCN7XY43CCUG7RQ8LYY
1000,CUS284,STANDARD,E7QYO7ZWW54A6I2K
3000,CUS184,PREMIUM,E6RNJLKXHO0V
1000,CUS516,STANDARD,H444NK0BPCIKI6CJDKQL7ZBSFN24
1000,CUS526,PREMIUM,KO0JL6QKV3EOYYIGBM76
3000,CUS705,STANDARD,0JGL4C86HF4I8A170XC71O4YWG
2000,CUS948,PREMIUM,IQ4OFS80QMAA7H7AYN
3000,CUS254,PREMIUM,U0XGJ1QQ81XRZN0994LX994QTWZ
1000,CUS677,STANDARD,IHO2KGN6ZV9DKYAFJ41FEQOXFCYZ
2000,CUS087,PREMIUM,7SDL52AM7SMC67OKCXPAKFRZ
3000,CUS164,STANDARD,ZZM7AEF9S9WWROM3
3000,CUS487,PREMIUM,AQL06G9E6SVH6Q8Q2
2000,CUS735,STANDARD,4PV33B4HQEYOOU0W7
1000,CUS868,PREMIUM,AQPSFZVE9L4UWNRLM5MPPQ
3000,CUS211,PREMIUM,OMPWJGHF5A8
3000,CUS992,PREMIUM,4XU5R5
3000,CUS828,PREMIUM,6RZOID7148
1000,CUS824,PREMIUM,6WZL3H
3000,CUS923,STANDARD,73UAANYGUXQL9QPR4VXL51N0XXZ
2000,CUS278,PREMIUM,2LIOGRP91YMJJ
2000,CUS636,STANDARD,AL05I78U5TQ9DZGKDNQ4
3000,CUS754,STANDARD,G2VQXX99QWB0HWM8LSWU652FY
2000,CUS531,PREMIUM,S3JKV0ZEFKVOUUSRZR2X720K
2000,CUS796,STANDARD,BIPQFNKZGG
3000,CUS122,PREMIUM,49DBZ7F
2000,CUS851,STANDARD,QJFYTOPS
1000,CUS496,PREMIUM,II7KBCWU438R92I8L31
2000,CUS017,STANDARD,8TW48OF2TX0QJTAA7IWS4
1000,CUS921,STANDARD,A54TA1SOA9XM091ZPKYYOQ
1000,CUS263,STANDARD,1P7RS8R
2000,CUS386,PREMIUM,MELISH32R5MUBJD8BL
1000,CUS087,STANDARD,SRI2AOFJ
3000,CUS412,PREMIUM,5NV0T
3000,CUS271,PREMIUM,5X3CVFJDRZE84LMQYAHPY2PCM3G7N4
1000,CUS943,PREMIUM,TUKC97HQ4TMXDNHP1
3000,CUS413,STANDARD,AKRHZPAC4JXFPK5
1000,CUS903,STANDARD,VDDWJ8G
1000,CUS030,STANDARD,5OU9W2MBY
1000,CUS291,PREMIUM,IQC529S85ML8WU3R
3000,CUS902,STANDARD,9KE7J2SQ8X3A6YLBXPUE8YM7
3000,CUS587,PREMIUM,59JSU0UHG7ECILCMG5MGCY57QD
1000,CUS242,STANDARD,OEAN5F3DX90XDR7C
1000,CUS938,PREMIUM,ETEN7GGO8YMM7PL990GW31GKL9Z6
1000,CUS277,STANDARD,K82WU9UX01UP8NY
1000,CUS129,PREMIUM,9QX22ZACSB7ITATONUBR969JGC3WJ
2000,CUS355,STANDARD,QXPOQTFZN
1000,CUS291,STANDARD,EU4L5GTCYFDVW10HOAYDT7CU8JU6
3000,CUS108,PREMIUM,OJDZ26FO1SZJIVF4D9ZQFZ61II4
1000,CUS975,PREMIUM,M5ZM97PPER1UFH01XWMUWB
2000,CUS142,PREMIUM,TKW2J2COMXJFHDPJSAVHT24BVN8NN
3000,CUS743,STANDARD,7Q94JBY7CQKDSMRD3AEYRX
2000,CUS990,STANDARD,BSYOY6GU
1000,CUS878,PREMIUM,8FLM639BCP7TV5ZKBWWW
1000,CUS542,PREMIUM,TP6RDQYB9ROJVZIFY7O0PJ1TV
3000,CUS965,PREMIUM,8INI8MIT7I1JKUE98HL
3000,CUS341,PREMIUM,JBU00T2RJMGILBR
3000,CUS363,STANDARD,OOOBWF4I64XLY54IKMOC0AR0
2000,CUS938,STANDARD,MNEL25U3P1ZC
1000,CUS996,STANDARD,YUZ87C7G23CP78ZC9Y7DMS2Z
2000,CUS939,STANDARD,S3K1SD7J32F6HL
2000,CUS669,STANDARD,8IZ0U2BL3M3FQUKHFH2XF7Y6KY9YC
1000,CUS780,PREMIUM,KVJKJLD0TT2SLHIMAQA3558A5PN43
1000,CUS387,STANDARD,2FAP9R9NDLJDWCJCTV
1000,CUS398,STANDARD,DG0LKS9
3000,CUS702,STANDARD,3XCFTUXYE1
2000,CUS767,PREMIUM,ES4IHRV707NNDG7F4S1UQ7
2000,CUS453,STANDARD,WI5755LOSMAHB3HN00CVW9N
2000,CUS736,PREMIUM,MSQET
2000,CUS685,PREMIUM,69UAHVVZBLMVV4
2000,CUS914,PREMIUM,CI4J38V30D7TU98BNVWE
3000,CUS989,STANDARD,RBVY8KYLH
1000,CUS222,PREMIUM,TUCR0F5PX2TN7TLHXCMF26B46JMV47
3000,CUS761,STANDARD,UJG7INC3Y7HATC
3000,CUS679,PREMIUM,FV3CG7TBTNUMMSR8U2HRJKRHA9
3000,CUS649,PREMIUM,GN8W9URJSPKETV82DIB4D
1000,CUS404,STANDARD,YDF1ZL2W
1000,CUS249,STANDARD,VM8F3IF3G3T34O
2000,CUS651,STANDARD,JQXZLVU35BE4
3000,CUS985,PREMIUM,W43KSWI6
2000,CUS391,PREMIUM,ZGU9ET83
1000,CUS448,PREMIUM,0PP9K4YEVN11V8PLE
2000,CUS020,STANDARD,5H3U9G2LTZEGYU5DFNIAJJ28SY2M
1000,CUS785,PREMIUM,UTT1WFA6ZIS
1000,CUS780,STANDARD,X9DA9W
3000,CUS199,PREMIUM,SBP1ZUYZ
2000,CUS839,PREMIUM,18NL4IM9YX0JSIIAE
1000,CUS575,STANDARD,BJ51IFI031L36192YWOL1A5P6
1000,CUS752,PREMIUM,08XCC4XH4FJ7R
2000,CUS896,PREMIUM,7F7FP4E8TDV8A4364V0
2000,CUS025,STANDARD,SSKCTQD4KDSBS5FI
1000,CUS309,PREMIUM,ERQIRRQAHLJ2XLQP5L7CV
2000,CUS817,STANDARD,JJ50YP2
3000,CUS257,STANDARD,KNWDQHDK3Z4T48OYY4QJ71AS2YU7
1000,CUS402,STANDARD,CG8W1RVRRGQZ3PM7VLU9AAEA0G
1000,CUS208,STANDARD,G2WOSQMCBFDNHHFIYLHLQ
3000,CUS674,STANDARD,3E3R1UQKERDYYV
3000,CUS217,STANDARD,QQL2E5
1000,CUS061,STANDARD,ZL5GJ81NG2Q
1000,CUS383,STANDARD,CEEQ2B5J
1000,CUS969,STANDARD,ACYRJVZA6541ZE8OAY4H8WVTZ
1000,CUS682,STANDARD,FX8VF3
2000,CUS666,PREMIUM,SML9CYMTYGW5F2MICMBP5YE8T582B
2000,CUS991,STANDARD,VDVCZH
2000,CUS973,PREMIUM,738JOECJ5B4
1000,CUS876,PREMIUM,CPIALDTG3KEGH5OEM1VZUH8I
2000,CUS644,PREMIUM,NCLVEHRJ0KX9K2P
1000,CUS241,STANDARD,CIGYKB5FAALFS04INJR720P
1000,CUS675,STANDARD,CL5FTW0A9P
2000,CUS554,STANDARD,H7GX86O3NRD
1000,CUS009,PREMIUM,HJ45LKCDXSN
2000,CUS601,STANDARD,QV3CGD8LKB56HEP2U0
2000,CUS088,STANDARD,UOHUOGP0MYO
2000,CUS865,PREMIUM,45D1JN3
2000,CUS170,STANDARD,YXI3MWRMVI
2000,CUS734,PREMIUM,DRIH33
3000,CUS856,STANDARD,KVOSKK9OF075N43RA1
3000,CUS995,STANDARD,PPU1OJA0CC46C17Z4G25PF9A0NIW
3000,CUS279,STANDARD,PFB4TK3B33IZLX
3000,CUS714,STANDARD,3AEYV7CS1R8NFVD6XDHYX3CXX
3000,CUS945,PREMIUM,9E9NIVP8H4
2000,CUS995,STANDARD,NOUWR61RDEXW2567H488S2XEM3FF
1000,CUS635,STANDARD,LSEGKRHJ5JN7BS08I
1000,CUS778,PREMIUM,W02BSMEBO7V0VU57923T
2000,CUS217,STANDARD,ITKQO4XSDJWS3KK8SLLJKPH
1000,CUS892,PREMIUM,UI2QXL
1000,CUS240,PREMIUM,9CUWJX28K8T
3000,CUS375,STANDARD,BZ5J3UJA
3000,CUS223,PREMIUM,86VS4SJ2VH4CI9HTBZO2WFUDM7OR
1000,CUS250,PREMIUM,BF82F6ZM5U6
2000,CUS286,PREMIUM,XZJ1XY
1000,CUS235,STANDARD,ASWWT29FN202SK10
1000,CUS206,STANDARD,FJNT47VEY
3000,CUS395,PREMIUM,A0R0L93
2000,CUS954,PREMIUM,IMLYS95CTT593OBAJQT4HS0L5PB
3000,CUS062,PREMIUM,R5EX41Q4
3000,CUS178,STANDARD,HX6BQKDJU3IWKDRX0WDSS7E6MLG
1000,CUS645,PREMIUM,K8UUTRXG8WJAI7SX50VKGNJ6
1000,CUS233,PREMIUM,M9789H03EHIB
3000,CUS083,STANDARD,WTXI27VLTBHOIJOTINIF
1000,CUS329,STANDARD,HEB41CMGC6D4HQCETA
1000,CUS762,STANDARD,GHNMLWBFJRWWK6P6EGA7NMSK8AGN6
1000,CUS281,PREMIUM,4XL2GLWY1N6O0HUH3H7I5XS9CFU
3000,CUS440,STANDARD,HYS3T2O90S1ME4XLA5GZ
1000,CUS279,STANDARD,7FHJZZGKEXMVMZHO15R
3000,CUS768,PREMIUM,RZW4Z56RJ3GHQ55OIBGDE5BLYUJTG
1000,CUS964,STANDARD,E753MS556Q8V88BC1HY2UY23CCL9T
2000,CUS655,PREMIUM,K51ITY5H598449K6DZQ5YWSUDBC
1000,CUS492,STANDARD,XWBVYG1WW
3000,CUS336,STANDARD,WDPPPTFETHVKB8UC31
2000,CUS010,STANDARD,60RB4BUYYUG5GNV56VKTX1M
3000,CUS374,STANDARD,E8NSQDTZOFGVRE741NWE
3000,CUS438,STANDARD,T6T18UM0ZQ639LB7L5N3R81D7
1000,CUS163,PREMIUM,X3JPJT10UEN
3000,CUS539,PREMIUM,RSKQPZPHJMBPT35911
1000,CUS336,PREMIUM,CMKRIBQR9LC5BDFUTE0XFZIPH
2000,CUS719,STANDARD,6H77Q5FPHUVYP1NJGLNR20Q
3000,CUS695,PREMIUM,D58XHU814PRJX4XTBCDPQ9Y
3000,CUS393,PREMIUM,XH8P2YAZQTFPTN
3000,CUS318,STANDARD,2U0CRF540V
3000,CUS144,STANDARD,1GKQ6EW09U3BDL2IAZMTUFHKP7I
2000,CUS297,PREMIUM,0U24IQLUSMF0XLZYOBB9OF3M
2000,CUS070,STANDARD,KDZ1QJFXKHA71
1000,CUS837,PREMIUM,35HONMRS5YI1NNSM0L0JBSQP2PX3F
3000,CUS746,STANDARD,4IUZN
3000,CUS936,PREMIUM,Y1QEG9DDVP4WCAQ6YTZXI9CLQK6
2000,CUS288,PREMIUM,V3IFU71JQHUCI5RX1SQQ
1000,CUS978,PREMIUM,U1KU5J92DMJDOLC4QK31H
2000,CUS089,PREMIUM,C2W9535HJHWFNSLK6RNA
2000,CUS623,STANDARD,L0EP5GVBSHZXGUJBF343R
1000,CUS537,STANDARD,AVC2UINDSUDE9YFZQLPZFBNK
3000,CUS646,PREMIUM,ZSJHT51TIWGX6M52Y
2000,CUS230,PREMIUM,R1F1XL11FC6V3OJ577FS
2000,CUS874,PREMIUM,1F4TJITP71SD9EC6G61
2000,CUS297,STANDARD,G3QWQF6BH3LLZCF0TU
1000,CUS298,STANDARD,32QVLNLFQG18BAZHAK43Z5T
1000,CUS039,STANDARD,XZTFIIAMHBMBN4JP18MFT3J4
2000,CUS879,STANDARD,BHKJ254B2PMSZDVAG1
3000,CUS547,STANDARD,59SC5Z565OD7B1U9ER
3000,CUS309,STANDARD,04H5W21BKSM4W2O6OV3ISY0X4
1000,CUS410,PREMIUM,KNSF4ILMK5G05TPN9DBWQWKL6CEV1H
1000,CUS301,STANDARD,OH9O5QVWC9RJ6GD23HGG9C6G
3000,CUS205,STANDARD,HNXKS265GJ
1000,CUS874,STANDARD,XVIHM20AP4VS6KFRX0XPJ70OI
3000,CUS075,STANDARD,10037XB2JA7EFVUZK1DZCJD7S0Z9TU
1000,CUS543,PREMIUM,AR7JZ2N82WZMTFC8
2000,CUS431,PREMIUM,YI78SNF69T7VKBB
1000,CUS282,PREMIUM,8QPT16HDXQ6WHDH2TA3VP8OWTSIY7P
2000,CUS002,PREMIUM,U7MX3GJ1
2000,CUS515,PREMIUM,FFD1I4N2EX7Z97ZQ51
2000,CUS169,STANDARD,50KJ6I53I67HN34CK9X
1000,CUS647,STANDARD,0HHXSC7J
2000,CUS796,PREMIUM,XTXTS5BJ
3000,CUS228,STANDARD,0DTSNL5AH
3000,CUS884,PREMIUM,WEC04T2VY4II6322JUF0YO
2000,CUS241,STANDARD,V8C2RFKBT9H9FM8D7
3000,CUS508,STANDARD,46BH8LBRNP2
3000,CUS681,PREMIUM,8UZC5BV
3000,CUS169,PREMIUM,L0B7UYQFHG8KSJLQFJ
1000,CUS033,STANDARD,0KDULBDTYGUJ0U
3000,CUS738,PREMIUM,YHDMPP566YHRD
3000,CUS274,PREMIUM,390E4B0OBR9GP9I
2000,CUS228,STANDARD,02F6NJX8KP8192
3000,CUS720,STANDARD,A3SKAD
1000,CUS425,STANDARD,RQYWN6SCK8ETFZHI9R1N
1000,CUS551,STANDARD,6UVQ2RPUVN3VBIA4AAL095Z8
1000,CUS473,PREMIUM,E8B2HWY
1000,CUS439,STANDARD,WYLAH3XM2AOBRWMFTOO5XCR5
2000,CUS117,PREMIUM,NAMZHR65K9MLEIEIQO7RMB8Q93A
2000,CUS156,STANDARD,DU10RH735X7CODR082
3000,CUS480,STANDARD,AZMVFBO1EPMKVTE
1000,CUS863,PREMIUM,GB41BVQPG4PVDV7PE2G2HFDCY
3000,CUS942,STANDARD,EID2DT1EGD9DSYZ
2000,CUS406,STANDARD,0OA3Y31G
1000,CUS834,PREMIUM,B37VMGGAEMI6QW0
3000,CUS818,PREMIUM,2LPICDIT16WT8JJ4TVSX
3000,CUS600,PREMIUM,7JDP6
2000,CUS083,STANDARD,D1WMMMEVM43VVT0VKG3C5O
3000,CUS073,STANDARD,OO3NP
2000,CUS030,PREMIUM,VYNZLAXAEWB9HJS2MXCB
1000,CUS209,STANDARD,MSLOQLV9PLM
1000,CUS379,STANDARD,LQGBI
3000,CUS601,STANDARD,HVNT3PXXK71EHJIMM
2000,CUS135,STANDARD,YXU1PCM8SJUPDRI65NF4EK
1000,CUS181,PREMIUM,Y6X573LUX7454RZCNOM2P
1000,CUS015,PREMIUM,NT1YKXQ9FIFS27WOC
2000,CUS368,STANDARD,6V12310X5URYBL2OQEW
1000,CUS536,PREMIUM,S668FRO
3000,CUS612,PREMIUM,HEXC8MVM
2000,CUS074,PREMIUM,VQTRMI8QATSWZZA46JZOON4O79
2000,CUS811,PREMIUM,33VFUM10N229BXIITA5WVO01Z8TUB
3000,CUS262,PREMIUM,CIJVZYNZE8YM4GV2TFKG9LC
3000,CUS893,STANDARD,5BLMEYSNOS7E3DX7AKU0ZKHI804
2000,CUS753,PREMIUM,EYNINT14KTM63RMAJ2EZP7V533CF
3000,CUS300,STANDARD,3WTZL0PL13YLGZ
1000,CUS040,PREMIUM,CPKR8SEN509HXEG6U02KQN6C3BE
1000,CUS309,STANDARD,3YVZMZCAQHIU353EF9P2I4RKK
3000,CUS833,STANDARD,GLSH8
1000,CUS611,PREMIUM,ZKEARJ2WLNC8N2D7GYT2DADYMPXP
