COMPANY_CODE,CUSTOMER_NUMBER,ACCOUNT_TYPE,CUSTOMER_NAME
3000,CUS009,STANDARD,BPMBJPI4HN3QXKHKTGBTYZMEPGTHC
2000,CUS069,PREMIUM,XE6VA05G1X3J1L7R8431RUPFR2
1000,CUS097,PREMIUM,YVB5UL5NWQVRR9A7MFP059P
3000,CUS061,PREMIUM,BFSOZPTX497W19VW3RT
2000,CUS030,STANDARD,MUH8LMN4R7SGMSOXLTA8IRCD9SI5
1000,CUS002,PREMIUM,42VLDQ4HEZ5EDJJTFPH9
2000,CUS078,STANDARD,7Y22T1TDGNNQFKPL9EKA024SCOSS3
1000,CUS088,STANDARD,M1H8OJRJEDKTS
2000,CUS016,PREMIUM,TZR6852FC1UQBFOBRCL472RL15F
2000,CUS045,PREMIUM,UGKV05SZ9C3FUQU
1000,CUS099,PREMIUM,A830DM7X52DNR9IS25HBP
3000,CUS021,PREMIUM,A90FOH3HJ5S6R044P39JYM
3000,CUS066,STANDARD,R0V6RAS
3000,CUS039,PREMIUM,284WV98Y3
2000,CUS025,STANDARD,YO0CU4YYJ5CI6VG2G73AJ0J
1000,CUS061,PREMIUM,ZFV8YU58CEPSOF1
1000,CUS098,STANDARD,KTBCUDSWX1JP70LKLFY
3000,CUS088,STANDARD,JO3Q3QA3S8KE2WT1Q3TM
2000,CUS062,STANDARD,YWSSBZRAD5SO
3000,CUS046,STANDARD,MQIGCT2CXIFSU0LMI8X76RKQ4
2000,CUS096,PREMIUM,H3EJOZ9XFZAQ8H3XQYXGO4B9UOE3T0
1000,CUS018,STANDARD,T5HGP8
1000,CUS050,PREMIUM,80J0G50RCXN22PXG
3000,CUS048,PREMIUM,ZRMH3F
3000,CUS028,STANDARD,VPINE9
1000,CUS076,STANDARD,VJARJI8QLHBI
1000,CUS046,STANDARD,UBLQDI07HE42X6G26OC7T3B
1000,CUS062,PREMIUM,G52EFUJEIR9UY7S361
1000,CUS090,STANDARD,9N12O0V3Z0GU1UQXJ4EFFF1GX
1000,CUS072,STANDARD,99VH0W1DSTWG6NJ4OGW9XHR
3000,CUS029,PREMIUM,9BRBLRTVWALJZEJBF7NY03
2000,CUS021,PREMIUM,UFDJKDFR21520R
1000,CUS097,STANDARD,1HS57TCOZDANTNIQ
2000,CUS042,STANDARD,51LIY
3000,CUS091,STANDARD,9WEZC1B3EU1Z0SHZBUK3X
1000,CUS056,STANDARD,1Z7FZTVOVKE6
3000,CUS015,STANDARD,WWJPGJQMLJEL532UUJ2E42TRDW6ET
2000,CUS058,STANDARD,XSEF6Y
2000,CUS075,STANDARD,MU46JD2GVF6LCP2277K
2000,CUS048,PREMIUM,0VDVEVG9YSQJVFJWT
3000,CUS090,PREMIUM,FT9YVI7F1
3000,CUS047,STANDARD,TLNV5MOIJESG687C
3000,CUS044,STANDARD,YJKLK2C0XP2S2O8PT4MX23SY
3000,CUS068,PREMIUM,MIQD4X9G7H
2000,CUS011,STANDARD,26J1FO2WB0DZ6
2000,CUS031,PREMIUM,XOBUGVJ
1000,CUS005,PREMIUM,I42AFBQNJ971HSPTHDP0
3000,CUS080,PREMIUM,H58B6PJ
2000,CUS055,STANDARD,WP0LF7XE78669BY4CYXQBWEW
1000,CUS094,STANDARD,VICW8VL34LIE3CSMCMCUT6Z84QCMS
2000,CUS100,STANDARD,VRHX1Z2YVL55X7RF1F1L8SUGF
2000,CUS085,PREMIUM,21K2W2CW1RDEZX
3000,CUS096,STANDARD,J2CIE
1000,CUS100,PREMIUM,YCJ2XX2EI7XZURPH
1000,CUS095,STANDARD,7Y9HQQ2NS5MHIE2L2FUW
3000,CUS009,PREMIUM,KLX6OHMIP5BX9X
2000,CUS071,STANDARD,FETZ4700EIUE237WI9LI16DH
3000,CUS020,PREMIUM,KUOW7SFQM9
2000,CUS017,PREMIUM,8F6KJKVCBFCQN0B58ST4PZT3
1000,CUS089,STANDARD,2043NVJUUW
2000,CUS017,PREMIUM,9GUP3HR2PJGDSY0PKUUMK
2000,CUS066,PREMIUM,T5BFZ63PNWDDS54S8AG1
1000,CUS034,PREMIUM,ZXCZD9MX9SEY629RHIGZXV9XJM6Z6
1000,CUS006,STANDARD,V473J6IUU
1000,CUS051,PREMIUM,V6685T4BXVH0TB4QOD4K7YJ
3000,CUS032,STANDARD,HMB2U0J0N064DI7N9U47YUL
2000,CUS069,PREMIUM,WQ4MPR9TOTSN5U4W9RSH8Y
2000,CUS045,STANDARD,CSFW2Q4NM8R9RI
1000,CUS079,STANDARD,D7OODG0V4GIA
3000,CUS021,PREMIUM,44MSUSDFO8CL0LCZ5LSCATGVS
2000,CUS083,PREMIUM,63RMHVK3Q
3000,CUS024,STANDARD,VSMLZ16UFZGLI4UPAQYP2RVTAQXP
1000,CUS086,STANDARD,TKZ6THSXOOI4J3X0948
3000,CUS028,STANDARD,F727XEHD96M8JKU72HN5F62D3I
3000,CUS054,PREMIUM,D93TBZQANEC1WE8DE4CS0LI
3000,CUS094,PREMIUM,Y2YYF8IWHL8Z7IOA
1000,CUS039,PREMIUM,818YOP3WJRMHC0BPNEGC2DPCZ2
1000,CUS070,STANDARD,DI6SOUUPTJ7O0TRD9L195DWY7U00J
2000,CUS049,STANDARD,84POTJ3D90097IYPQNVF2XF8MDRYC
1000,CUS025,STANDARD,NVTANMH4PNZP9USY38WT
2000,CUS047,PREMIUM,G4UNXU0COJBQ90SJMVO
2000,CUS073,STANDARD,9VQ553KWKI85L8D7CEDA
2000,CUS018,STANDARD,JAN63XD
3000,CUS082,PREMIUM,5BA890AB7R8SB61LGG7JPM7QWR
2000,CUS011,PREMIUM,3POTFCFZYY94DAKF5
2000,CUS083,PREMIUM,G7CON4RCER8CLUBNJZETKPY
3000,CUS070,PREMIUM,IF6WDG1OEVZUBR25O
2000,CUS071,PREMIUM,LYFSPEFRJYJYUXGFAT
2000,CUS047,PREMIUM,IFL12996
2000,CUS014,STANDARD,W9FUYAS
2000,CUS050,STANDARD,9P7KYKIRTR5JEK1R0T4EXQP5M3GI
2000,CUS001,PREMIUM,YV2V1ITUM4ULZUS
3000,CUS089,PREMIUM,PUYRZXHM8L9B3N2SE05ITPQ
3000,CUS020,PREMIUM,YE24Z8608CX8FGPWKCZV1GAGQO679O
2000,CUS048,PREMIUM,6JWB4GS0FHJWTV3N74W
2000,CUS013,PREMIUM,2UETCHBVGKP7L9KV913OZLL1ZBM2
3000,CUS055,PREMIUM,NNREG
3000,CUS024,PREMIUM,M3HQ57UYZHWW3LT
3000,CUS076,STANDARD,IUHPTHLXJ6Y0IY1L58L9K5SILU
2000,CUS080,STANDARD,A5IMY96505025KFB
1000,CUS038,STANDARD,O8SK3596HHR8X
3000,CUS097,STANDARD,28N1GPTC2QWF2HPNW1KINNDW8R8KU
3000,CUS038,PREMIUM,R6GI0DRIIPJUPZ5JR0Y2EFZ
3000,CUS096,PREMIUM,X35UAF3WE8ZN1N5RUSV9I5VDCG3
1000,CUS016,STANDARD,3A1MITKRFXQFXKDZTO1
3000,CUS012,STANDARD,N4EIO
3000,CUS088,PREMIUM,AVH1I
2000,CUS010,STANDARD,FGGUXTIYIJE7AK2WN
3000,CUS096,STANDARD,2NFGIHYW1UIPRFP9SB
3000,CUS039,STANDARD,6MZSDP5YHP5E7AXUIY0X8
3000,CUS023,PREMIUM,EBEAQNCDZ6S601ZF88JRFTF6NJ8UZ
3000,CUS082,STANDARD,1PDPF1H3DTLHAI
3000,CUS002,STANDARD,W77QKXIRHBV1R7EQE536
2000,CUS008,PREMIUM,KXKQGHO6ACAPC4XYJLC90OU
1000,CUS054,PREMIUM,EXH6DLO7CZE3S
2000,CUS042,STANDARD,3AXMSTP3X5M8PJA0BO8WAV
1000,CUS098,PREMIUM,TGN7P05DJRFCO70X3FG6IZED1IPS
2000,CUS041,PREMIUM,UU2ROEMIGJGK23U0H8WN2T3QHFK
3000,CUS039,STANDARD,UJFPWZ6DTQL
1000,CUS052,PREMIUM,9PG3GIHADOIMZXFQEBEM2I
1000,CUS043,STANDARD,3DK1Z5
1000,CUS049,PREMIUM,WNLRR2JCPS
2000,CUS053,PREMIUM,FRYI0M
3000,CUS068,STANDARD,8BYW485W6UYRLBUOBRD47WOKG
1000,CUS085,STANDARD,8DOYWLLPUWBWJ
3000,CUS025,PREMIUM,TL5CFDOOB74AVMIVLUDBJJ
1000,CUS068,PREMIUM,XZGVTUI
1000,CUS094,PREMIUM,5UL9WOLYTSILAZCLUOG5JVEPWUKFV2
1000,CUS034,STANDARD,EWQGADY20K05
2000,CUS045,PREMIUM,4OK2ECSB
2000,CUS034,STANDARD,VKYKE9F
2000,CUS077,PREMIUM,B1K1KDGVNM098QSTPGDZ95JDXA1
1000,CUS038,PREMIUM,GBNKSF4HTZ4
2000,CUS085,PREMIUM,8YLXYXL
2000,CUS006,PREMIUM,3QORDJGFW80O9DY7084
3000,CUS031,PREMIUM,FZC67JH2LKNMIC
2000,CUS011,PREMIUM,JQUEFY9Z9UR
3000,CUS059,STANDARD,70H0JJGGGS8W0QY54CLRZJZCZVPD4R
2000,CUS003,PREMIUM,TTR5GOIT2UR0FM2N057XD6KET6ZI7B
1000,CUS025,STANDARD,PC3DXM
2000,CUS048,PREMIUM,ZHBPX52L49WWKQFSBYDKN
1000,CUS083,STANDARD,NR06BA4ILAOQTR1YW3QN3T7ZGA
3000,CUS085,PREMIUM,STG4EVRURQTMJ7PDZUIB5S
2000,CUS054,PREMIUM,CMVO84W6TK9LSG4IQ
3000,CUS072,STANDARD,VFOWOT0VXQS3H4DE4M6HY7T0DJ
1000,CUS026,PREMIUM,3JULF5VLUDA2RNKK5F
1000,CUS079,PREMIUM,1Z14YAC8MXAU7MBAPOWTIGY6T
1000,CUS009,STANDARD,S377V1IV5WMKZB
1000,CUS029,STANDARD,B6KHXCYQ8DD
3000,CUS014,STANDARD,H02YH9
2000,CUS061,STANDARD,AT0G7RI0G6H
2000,CUS015,STANDARD,MMQ7MW0SKC95N4VPAAFH
3000,CUS086,PREMIUM,F6EGQO3SQ
2000,CUS007,STANDARD,CSXU1HGCAI
3000,CUS083,STANDARD,W2RFXVLHZZ3RY40
3000,CUS022,STANDARD,DKG042LYW
3000,CUS004,STANDARD,5H02CEQUA7OV77G1P4WY
1000,CUS072,STANDARD,K645K
1000,CUS097,PREMIUM,PVRD6O9YZPF322F
2000,CUS058,PREMIUM,5BGZ0C99
1000,CUS012,PREMIUM,9N3VXDO3V94X2HGOAVWS9
3000,CUS048,STANDARD,K5I0GQ
3000,CUS026,STANDARD,ZN3MVG0C
3000,CUS087,STANDARD,236I5A7D9146LLIGYU6Y0PRZVS2II
2000,CUS078,PREMIUM,9U9NMNSWIL68UHW9408S1A7GBYJ
1000,CUS086,STANDARD,RKSQJDSN8CW
2000,CUS014,STANDARD,9YP6SDYY0U9DAQM2OX8MMS2LELL6
1000,CUS049,STANDARD,R9QIKQAV3JCJUDT59W
1000,CUS091,PREMIUM,OL7E6K088ZFWONVVXSN74
3000,CUS097,STANDARD,W2PPCUYH
2000,CUS033,PREMIUM,7X662
2000,CUS006,PREMIUM,MU6FGK88AENN1GN81EJB3VCFE
1000,CUS023,PREMIUM,EOQ0Y2Z1UBYH8AECEW6GST
3000,CUS012,PREMIUM,2YZB4K8OIZ8SJTXA99JHCAZ89FTNW
1000,CUS053,STANDARD,LOQMHLD939
1000,CUS038,STANDARD,GM5VWIPGSEMU5
2000,CUS043,PREMIUM,JXU1KAUPO1RXIV432WT59GLFRI8
1000,CUS034,STANDARD,EB6BZNC9Q884JXZOSI366FZX6APK
3000,CUS018,PREMIUM,LJ4WCO5OEQ
2000,CUS030,STANDARD,N7XY43CCUG7RQ8LYYXE7QYO7ZW
2000,CUS063,PREMIUM,A6I2KOE6RNJLKXHO0VH444NK
3000,CUS053,STANDARD,CIKI6CJDKQL7
2000,CUS077,STANDARD,SFN244KO0JL6QKV3EOYYIGBM760J
3000,CUS013,STANDARD,C86HF4I8A170XC71O4YW
3000,CUS095,STANDARD,IQ4OFS80QMAA7H7AYN
3000,CUS041,PREMIUM,GJ1QQ81XRZN0994L
2000,CUS072,PREMIUM,TWZIHO2KGN6ZV
3000,CUS079,STANDARD,YAFJ41FEQO
2000,CUS011,STANDARD,YZ7SDL52AM7SMC67OKCXPAKFRZWZ
2000,CUS076,STANDARD,AEF9S9WWROM3ZAQL06G9E
3000,CUS038,PREMIUM,6Q8Q2Y4P
2000,CUS100,PREMIUM,3B4HQEYOOU0W78AQPSFZVE9L4U
2000,CUS028,PREMIUM,M5MPPQNOMP
3000,CUS046,STANDARD,GHF5A8C4XU5R5L6RZOID7148C6WZL
2000,CUS016,PREMIUM,AANYGUXQL9QPR4V
2000,CUS024,PREMIUM,N0XXZR2LIOGRP91YMJ
3000,CUS020,PREMIUM,AL05I78U5TQ9DZGKDNQ4G2VQXX99QW
1000,CUS053,STANDARD,M8LSWU652FYS3JKV
2000,CUS081,PREMIUM,FKVOUUS
3000,CUS035,PREMIUM,2X720KLBIPQFN
1000,CUS051,STANDARD,E49DBZ7F
1000,CUS034,STANDARD,YTOPS2I
1000,CUS068,STANDARD,CWU43
3000,CUS035,PREMIUM,8L3178TW4
3000,CUS030,STANDARD,TX0QJTAA7IWS48A54TA
2000,CUS038,STANDARD,A9XM091ZPKYYOQF1P7RS8R0MELISH3
3000,CUS058,PREMIUM,5MUBJD8BLGSRI2AOFJA5NV0T5X3
3000,CUS005,PREMIUM,JDRZE84
1000,CUS025,PREMIUM,AHPY2PCM3G7N4YTUK
3000,CUS094,STANDARD,97HQ4TMXDNHP1UAKRHZPAC4JXFPK
2000,CUS012,PREMIUM,DDWJ8GI5OU9W2MBYWIQC529S85ML8
2000,CUS042,PREMIUM,9KE7J2SQ8X3A6
2000,CUS094,STANDARD,XPUE8
2000,CUS025,PREMIUM,9JSU0UHG7ECILCMG5MGCY57QDXOEA
1000,CUS084,PREMIUM,3DX90XD
3000,CUS035,STANDARD,ETEN7GGO8YMM7PL990GW31GKL9Z6
2000,CUS085,STANDARD,2WU9UX01UP8NY9QX22ZACS
3000,CUS003,STANDARD,ATONUBR969JGC3
2000,CUS020,STANDARD,XPOQTFZNEU4L5
3000,CUS090,STANDARD,TCYFDVW10HOAYDT7CU8JU6OJ
1000,CUS087,PREMIUM,6FO1SZJIVF4D9ZQFZ61
3000,CUS017,STANDARD,9M5ZM97PPER1UFH01XWM
2000,CUS045,STANDARD,TKW2J2COMXJFHDPJSAVHT24BVN8NN
3000,CUS067,PREMIUM,4JBY7CQKDSMRD3AEYRXGBS
3000,CUS050,STANDARD,6GU58FLM639BCP7TV
2000,CUS051,STANDARD,WWWTP
3000,CUS036,STANDARD,QYB9ROJVZIFY7O0PJ1TV28INI
3000,CUS070,STANDARD,T7I1JKUE9
3000,CUS093,STANDARD,UJBU00T2RJ
1000,CUS014,STANDARD,BROOOBWF4I
3000,CUS078,PREMIUM,XLY54IKMOC0AR0OMNEL25U3P1ZC
3000,CUS095,PREMIUM,UZ87C7G23CP78ZC9Y7DMS2ZTS3K1
2000,CUS079,STANDARD,7J32F6HL8IZ0U2BL3M3FQUKHFH2
3000,CUS047,STANDARD,Y6KY9YCKVJKJLD0TT2SLH
1000,CUS026,STANDARD,QA3558A5PN4302FAP9R9NDLJ
1000,CUS084,PREMIUM,JCTVFD
1000,CUS054,STANDARD,S9L3XCFTUX
2000,CUS009,PREMIUM,ES4IHRV707NNDG7F4S1UQ7
3000,CUS080,PREMIUM,5755LOSMA
1000,CUS004,PREMIUM,HN00CVW9NAMSQETT69UAHVVZB
1000,CUS025,PREMIUM,44CI4J38V30D7TU
3000,CUS069,STANDARD,VWEJRBVY8KY
1000,CUS077,STANDARD,TUCR0F5PX2TN7TLHXCMF26B46JMV47
2000,CUS100,PREMIUM,G7INC3Y7H
1000,CUS040,STANDARD,FV3CG7TBTNUMMSR8U2HRJKRHA9
3000,CUS014,STANDARD,W9URJSPKETV82DIB4DGYDF
2000,CUS051,STANDARD,2WTVM8F3IF3G3T34OOJQXZLVU35
1000,CUS009,PREMIUM,W43KSWI6
1000,CUS052,STANDARD,9ET83Z0PP9K4YEV
1000,CUS089,PREMIUM,1V8PLE5H3U9G2LTZEGYU5DFNIAJJ28
2000,CUS050,PREMIUM,NUTT1WFA6ZI
2000,CUS008,PREMIUM,DA9WHSBP1ZUYZY18NL4IM9
2000,CUS047,PREMIUM,SIIAEBJ51
1000,CUS011,STANDARD,031L36192YWOL1A5P6R08XCC4
3000,CUS048,STANDARD,4FJ7R37F7FP4E8TDV8A4364
3000,CUS094,PREMIUM,WSSKCTQD4KDSBS5FI6
1000,CUS036,PREMIUM,RRQAHLJ2X
1000,CUS034,STANDARD,L7CVFJJ50YP2KNWDQHDK
2000,CUS052,PREMIUM,48OYY4QJ71AS2Y
3000,CUS041,STANDARD,8W1RVRRG
2000,CUS084,PREMIUM,PM7VLU9AAEA0G7G2WOS
2000,CUS025,STANDARD,FDNHH
1000,CUS078,STANDARD,LHLQS3E3R1UQKERDY
2000,CUS043,STANDARD,QL2E5MZL5GJ81
1000,CUS079,STANDARD,QGCEEQ2B5JACYRJVZA6
3000,CUS099,PREMIUM,1ZE8OAY4H8WVTZDFX8VF
2000,CUS098,PREMIUM,ML9CYMTYGW5F2MICMBP5YE8T5
3000,CUS058,STANDARD,VDVCZH
1000,CUS084,PREMIUM,8JOECJ5B4CPIALDTG3KEGH5OEM
2000,CUS044,PREMIUM,H8IUNCLVEHRJ0KX
3000,CUS022,PREMIUM,CIGYKB5FAALF
3000,CUS084,PREMIUM,4INJR720PLCL5FTW0A
3000,CUS031,STANDARD,7GX86O3N
2000,CUS007,STANDARD,J45LKCDX
2000,CUS027,PREMIUM,V3CGD8LKB56HE
1000,CUS093,PREMIUM,U0MUOHUOGP0MYOE45D1JN3L
2000,CUS048,STANDARD,MWRMVICDRIH330KVOSK
3000,CUS079,STANDARD,9OF075N43RA1PPU1OJA0CC4
3000,CUS099,STANDARD,7Z4G25PF9A0NIWSPFB
2000,CUS086,PREMIUM,3B33IZLX3A
3000,CUS010,PREMIUM,V7CS1R8NFVD6XDHYX3CXXL9E9NI
2000,CUS031,STANDARD,4NOUWR61RDEXW2567H488S2XE
1000,CUS059,STANDARD,ZLSEGKR
1000,CUS090,STANDARD,JN7BS08I4W02BSMEBO7V
2000,CUS075,PREMIUM,U57923TITKQO4XSDJWS3KK8SL
1000,CUS091,STANDARD,PHCUI2QXLN
3000,CUS091,STANDARD,UWJX28K8THBZ5J3UJA86VS4SJ2
2000,CUS089,STANDARD,4CI9HTBZO2WFUDM7ORMBF82F6ZM5
2000,CUS078,STANDARD,XZJ1XYXASWWT29FN202SK10IFJ
1000,CUS039,PREMIUM,VEYFA0R0L93IMLYS95CTT
2000,CUS072,PREMIUM,BAJQT4HS0L5P
1000,CUS016,PREMIUM,EX41Q4HX6BQKDJU3IWKD
2000,CUS047,PREMIUM,WDSS7E6MLGK8UUTRXG8WJAI7S
2000,CUS100,PREMIUM,VKGNJ6OM9789H03EHI
1000,CUS062,PREMIUM,XI27VLTBHOIJOT
1000,CUS027,STANDARD,1HEB41C
1000,CUS014,STANDARD,6D4HQCETAGHNMLWBFJRWWK6P6EGA7N
3000,CUS025,PREMIUM,8AGN64XL2G
1000,CUS046,PREMIUM,N6O0HUH3H7I5XS9CFU
2000,CUS015,PREMIUM,3T2O90S1ME4XLA
3000,CUS063,STANDARD,27FHJZZGKEXMVMZHO
2000,CUS093,PREMIUM,RZW4Z56RJ3GHQ
2000,CUS064,STANDARD,IBGDE5BLYUJTGE753MS556Q8V
3000,CUS070,STANDARD,C1HY2UY23CCL9TK51ITY5H598449K
3000,CUS008,PREMIUM,5YWSUDBCIXWBV
2000,CUS013,PREMIUM,W0WDPPPTFETHVKB8
2000,CUS005,PREMIUM,160RB4BUYYUG5GNV56VKTX1M5E
3000,CUS028,PREMIUM,DTZOFGVRE741N
2000,CUS010,PREMIUM,T18UM0ZQ639LB7L5N3R81
3000,CUS094,STANDARD,MX3JPJT10UEN0RSKQPZPH
1000,CUS025,STANDARD,T35911CMKRIB
2000,CUS036,STANDARD,C5BDFUTE0XFZIPH6H77Q5FPHU
2000,CUS075,PREMIUM,P1NJGLNR20QD58XHU814PRJX4XTBCD
3000,CUS086,STANDARD,9YTXH8P2YAZQT
1000,CUS097,STANDARD,NK2U0CRF540V1G
1000,CUS090,PREMIUM,EW09U3BDL2IAZMTUFHKP7
3000,CUS099,STANDARD,0U24IQLUSMF0XLZYOBB9OF3M
2000,CUS090,STANDARD,Z1QJFX
1000,CUS073,STANDARD,7135H
1000,CUS092,STANDARD,RS5YI1NNSM0
1000,CUS053,STANDARD,SQP2P
2000,CUS075,PREMIUM,A4IUZNY
3000,CUS055,PREMIUM,G9DDVP4
2000,CUS078,STANDARD,Q6YTZ
3000,CUS048,STANDARD,CLQK65V3IFU71JQHUCI5RX
2000,CUS037,PREMIUM,Q7U1KU5J92DMJDOLC4QK31H5
1000,CUS057,PREMIUM,9535HJHWFNSLK6RNA7L0EP5GVBS
3000,CUS088,STANDARD,XGUJBF343RAVC2UIN
1000,CUS083,PREMIUM,DE9YFZQLPZFBNKY
2000,CUS037,STANDARD,T51TIWGX
3000,CUS026,PREMIUM,Y4R1F1XL11FC6V3OJ57
3000,CUS083,STANDARD,31F4TJITP71SD9
1000,CUS006,STANDARD,10G3QWQF6BH3LLZCF0TU3
3000,CUS058,PREMIUM,LNLFQG18BAZHAK4
2000,CUS089,PREMIUM,5TXZTFIIAMHBMBN4JP18MFT3J4
2000,CUS003,STANDARD,J254B2PMSZ
1000,CUS043,STANDARD,1059SC5Z
2000,CUS066,PREMIUM,D7B1U9ER04H5
3000,CUS083,PREMIUM,1BKSM4W2O6OV3ISY0X4
1000,CUS080,STANDARD,F4ILMK5G05TPN9
1000,CUS003,PREMIUM,WKL6CEV1HOH9O
2000,CUS034,PREMIUM,WC9RJ6GD23HGG9C6GKHNXKS265GJXV
1000,CUS016,STANDARD,0AP4VS6KFRX0XPJ70OI
2000,CUS053,PREMIUM,7XB2JA7EFVUZK1DZCJD
3000,CUS092,PREMIUM,Z9TUWAR7JZ2N82WZMT
1000,CUS005,PREMIUM,I78SNF69T7VKBB8QP
2000,CUS093,PREMIUM,HDXQ6WHDH2TA3VP8OWTSI
3000,CUS049,STANDARD,U7MX3GJ1
2000,CUS011,STANDARD,1I4N2E
2000,CUS087,PREMIUM,97ZQ51250KJ6I53I67HN34C
3000,CUS021,PREMIUM,0HHXSC7J
1000,CUS048,PREMIUM,TS5BJJ0DTSNL5AH9
2000,CUS009,STANDARD,4T2VY4II6322JUF0YO
2000,CUS044,STANDARD,2RFKBT9H9FM8D7M46BH8LBRNP2
1000,CUS069,PREMIUM,C5BV1L0B7UYQFHG8K
2000,CUS019,STANDARD,FJT0KDULBDTYG
2000,CUS019,PREMIUM,QYHDMPP566YHRDU
2000,CUS071,PREMIUM,4B0OBR9
3000,CUS087,STANDARD,9IT02F6NJX8K
1000,CUS069,PREMIUM,2CA3SKAD4RQYWN6SCK8ETF
2000,CUS090,STANDARD,9R1N6UVQ2
2000,CUS032,PREMIUM,N3VBIA4AAL095Z8
1000,CUS084,STANDARD,B2HWYWYLAH3XM2AOBRWMFT
3000,CUS029,STANDARD,XCR5NAMZHR65K9MLEIEI
2000,CUS073,STANDARD,RMB8Q93A1DU10RH735X7C
3000,CUS029,STANDARD,082UAZMVFBO1E
1000,CUS026,STANDARD,TEGB41BVQPG4PVD
2000,CUS067,STANDARD,2G2HFDC
2000,CUS041,STANDARD,ID2DT1EGD9DSYZG0OA3Y31GVB37VMG
1000,CUS002,STANDARD,MI6QW042LPICDIT16WT8JJ4
2000,CUS078,PREMIUM,XA7JDP69D1WMMM
1000,CUS044,STANDARD,43VVT0VKG3C5OAOO3NP4VYNZLA
2000,CUS002,STANDARD,B9HJS2MXCBMMSLOQ
3000,CUS023,PREMIUM,PLMBLQGBIYHVNT3PXXK71E
1000,CUS019,STANDARD,MM8YXU1PCM8SJUPDRI65NF4EK6Y6X5
3000,CUS060,STANDARD,X7454RZCNOM2PZN
2000,CUS055,PREMIUM,KXQ9FIFS27WOC36V12310X5
2000,CUS035,PREMIUM,L2OQE
2000,CUS011,PREMIUM,68FROGHEXC8MVMVQTRMI8
2000,CUS002,PREMIUM,WZZA46JZOON4O7
3000,CUS071,PREMIUM,3VFUM10N229BXIITA5WVO01Z8TUB
3000,CUS005,STANDARD,VZYNZE8YM
2000,CUS014,PREMIUM,2TFKG9LC5BLMEYSNOS7E3DX
3000,CUS002,STANDARD,0ZKHI804EYNINT1
3000,CUS086,PREMIUM,TM63RMAJ2E
2000,CUS078,STANDARD,V533CFS3WTZL0PL13YLGZ
3000,CUS006,STANDARD,R8SEN509HX
1000,CUS097,STANDARD,U02KQN6C3BE3YVZMZCAQH
3000,CUS018,PREMIUM,353EF9P2I4RKKBGLSH8ZKEARJ2
2000,CUS023,STANDARD,C8N2D7GYT2DADYMPXPMFB0BAVME
1000,CUS013,STANDARD,KC06GUU9MN8Z1HONGWULAZUAYN3O
1000,CUS085,PREMIUM,XCEN0T5G8KQGUYIVLU4EVB2Y6
3000,CUS095,STANDARD,AOBHTP1PFDIX5SMJYNCP2
3000,CUS043,STANDARD,UC70SBOVVPN8D
3000,CUS032,STANDARD,Y7UL2AE5EMDJNIFL9NP6F13T
1000,CUS093,STANDARD,1LPTS2MR4FXZ
2000,CUS022,PREMIUM,161J4BY1FT8J9LQY3T3
2000,CUS049,PREMIUM,VI4MJMA
1000,CUS065,PREMIUM,Z0ZXY5TE0CHYKM1QW65X
3000,CUS008,PREMIUM,PP4CXBJQ3JQPKAHFYZ
3000,CUS076,STANDARD,M1K1QT68YT0FGWJRNZTAK
2000,CUS001,STANDARD,070S1KL
2000,CUS024,STANDARD,5L6H2NLMDLM
